step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54
76500	-322.892805341579162	-321.439185415405689	-1.453619926173486	0.000115362533581	0.000038363191049	0.332544630028368	0.713002869593833	-1	1	2	2	5	3	2	2	5	8	4	5	6	5	5	6	6	7	7	9	9	10	9	10	8	11	13	14	15	16	16	17	16	15	18	18	19	20	19	19	21	23	21	22	22	20	23	22	24	22	27	27	24	28	0	1	1	2	11	7	1	1	3	19	6	6	4	4	2	11	11	15	9	13	9	6	25	10	17	20	14	26	27	34	27	30	26	26	0	33	34	32	35	34	33	48	46	46	38	39	41	38	48	35	49	48	48	48	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2	1	1	1	1	1	2	4	1	1	1	1	3	2	2	1	2	1	1	2	1	1	2	1	1	2	3	1	1	1	1	1	1	1	1	3	2	3	1	3
77000	-320.762130010721705	-319.020704773604791	-1.741425237116911	0.000113788292540	0.000021785938610	0.191460282277848	0.730332733339029	-2	0	1	2	5	3	1	4	6	7	3	5	6	5	5	7	5	7	8	8	11	11	9	9	12	12	13	14	13	17	16	18	17	16	18	18	19	20	19	21	21	22	22	22	21	21	22	23	24	24	27	26	26	28	0	1	1	2	11	7	1	4	3	4	7	7	2	1	4	17	11	13	13	10	24	9	17	14	23	20	22	26	24	34	27	30	26	26	0	33	33	32	35	33	33	38	46	39	38	39	41	42	42	44	49	42	38	52	1	1	2	1	1	1	1	1	2	3	1	2	4	3	1	1	1	1	1	1	1	3	2	4	1	2	1	1	2	1	2	1	3	1	1	1	1	2	1	2	3	1	1	2	1	1	1	1	2	1	1	2	3	1
77500	-327.713428326633220	-326.176563873732050	-1.536864452901187	0.000118322171087	0.000032111785934	0.271392805250283	0.653405932270461	0	1	2	3	5	3	4	3	5	8	4	5	7	6	5	6	7	7	9	9	9	10	10	9	11	12	14	13	15	17	15	18	16	15	18	16	19	20	19	20	21	22	22	21	21	21	23	20	24	23	26	26	25	27	0	1	1	2	11	1	6	1	3	13	6	6	15	4	4	11	11	14	4	13	18	18	17	8	17	14	24	26	14	34	27	33	34	26	0	26	30	32	35	33	40	48	46	39	38	39	40	34	48	44	42	48	48	53	1	1	1	2	1	2	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	4	2	3	3	1	4	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	3	1	1	3	3	2	1
78000	-319.805450312130631	-318.289960906512079	-1.515489405618555	0.000106153593102	0.000030180205246	0.284306959039293	0.593735316424993	0	1	3	2	5	2	3	2	7	8	4	5	6	5	5	6	6	7	8	8	8	10	9	9	10	13	13	15	14	16	16	16	17	16	18	18	19	20	19	20	21	23	22	21	21	20	24	23	22	24	27	27	26	26	0	1	1	2	11	1	6	1	13	3	6	6	2	2	4	11	11	14	4	13	13	18	17	21	23	20	13	26	27	15	29	26	26	26	0	33	34	34	35	34	36	45	46	39	34	39	41	49	30	44	49	48	48	42	1	1	2	1	1	1	1	1	1	2	1	2	3	2	2	1	1	1	2	1	1	1	2	1	1	2	3	2	1	6	1	2	3	1	1	1	1	1	1	3	2	1	1	1	2	1	1	1	3	2	3	2	1	2
78500	-321.348808496239087	-319.770197985160223	-1.578610511078841	0.000098808558462	0.000024673383830	0.249708974752883	0.674322855405876	-1	0	1	2	4	2	4	2	5	7	5	3	5	6	4	6	6	7	8	9	8	10	9	10	12	13	11	15	12	16	16	18	17	16	18	18	19	20	19	21	21	24	22	21	22	20	23	22	24	24	26	28	26	25	0	1	1	2	6	1	12	1	3	2	5	6	4	4	2	11	11	15	10	13	15	20	17	10	23	20	10	26	27	26	29	30	30	26	0	33	30	32	35	36	33	48	46	39	38	39	33	38	30	44	42	48	48	48	1	1	1	1	1	1	1	1	2	3	1	1	2	2	3	1	1	1	1	2	2	1	1	2	2	2	2	1	1	2	3	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	3	1	5	2	1	3	2	2
79000	-306.626458584647594	-305.243599360244559	-1.382859224403041	0.000114725965831	0.000050283776300	0.438294643551608	0.795271078757270	-1	1	1	2	1	4	2	2	7	8	4	6	7	6	5	6	6	6	7	8	10	11	9	10	12	13	13	14	12	17	16	17	16	15	18	17	19	19	19	21	21	24	22	20	21	20	23	22	24	25	27	27	26	27	0	1	1	2	1	7	5	1	3	13	5	6	4	4	2	11	5	2	2	15	9	10	17	15	12	24	29	26	24	34	27	26	34	26	0	33	34	32	35	36	33	48	46	35	37	39	41	41	48	44	49	53	42	53	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	1	2	2	3	1	1	1	1	2	3	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	3	1	1	1	1	1	1	1	1	2	2	1	1	1
79500	-340.095954253700938	-338.340228047692108	-1.755726206008839	0.000168628655421	0.000031636882358	0.187612729750995	0.606250172190625	-1	0	2	2	1	4	3	3	6	9	4	5	6	5	5	8	7	6	8	8	9	9	10	6	10	12	12	14	13	17	17	17	15	16	18	18	19	19	19	19	21	23	22	20	20	20	23	21	24	24	28	27	26	28	0	1	1	2	1	7	5	1	3	13	5	6	4	4	4	11	11	4	13	9	14	13	17	14	17	10	19	20	21	33	29	33	28	21	0	33	34	32	35	33	33	41	44	39	38	39	33	32	42	44	49	42	48	53	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	2	3	1	1	2	1	2	1	2	2	2	3	1	1	2	1	1	3	1	2	2	2	1	2	2	2	1	1	1	1	4	2	1	2	2	1	2	1
80000	-343.728322373209210	-342.249222478725642	-1.479099894483559	0.000124183575423	0.000038525652598	0.310231465523541	0.664082531101255	-2	-1	2	3	4	3	2	4	6	8	5	5	7	6	4	7	7	8	8	6	10	9	8	8	12	12	12	14	15	15	16	17	16	16	17	19	17	19	19	18	22	23	22	21	22	20	21	21	23	24	27	27	27	26	0	1	1	2	7	7	1	3	8	9	5	7	4	15	3	7	11	14	14	15	14	4	17	2	23	20	10	24	27	28	27	34	30	30	0	30	30	32	35	33	36	48	46	39	38	39	36	38	45	46	49	42	45	48	1	1	2	2	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	2	2	1	3	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	2	2	2
80500	-352.414137592208704	-350.639613748526358	-1.774523843682320	0.000114613900373	0.000020948379388	0.182773462201650	0.523252677687631	-1	0	3	2	4	4	2	4	6	9	4	5	6	6	5	7	6	7	8	8	11	10	7	10	11	12	13	15	14	15	15	17	16	17	17	19	18	19	19	19	22	23	20	21	21	22	23	22	23	25	26	27	27	27	0	1	1	2	7	7	1	1	3	4	7	7	1	4	1	11	11	15	2	14	19	13	17	19	23	19	21	21	27	26	10	30	21	4	0	14	33	32	35	30	33	48	39	39	32	43	41	38	34	46	49	48	42	36	1	1	2	1	1	1	2	3	2	3	1	1	3	3	3	1	2	1	3	1	3	1	1	1	2	2	1	2	1	2	3	1	2	6	1	4	1	1	1	1	5	1	1	1	2	1	1	1	2	2	2	2	2	5
81000	-300.979831461341917	-299.163858840763908	-1.815972620578008	0.000136602750668	0.000023617050826	0.172888545143191	0.691408866781965	-1	1	3	3	4	2	3	2	5	8	3	6	7	6	5	7	7	8	8	8	10	10	9	9	12	12	14	14	13	17	16	18	16	16	18	18	20	19	19	20	21	23	21	21	21	22	23	22	22	24	25	26	25	28	0	1	2	2	11	1	6	1	3	12	6	6	14	9	4	5	11	4	14	14	18	13	17	20	23	20	29	26	22	28	27	33	26	26	0	30	30	32	35	34	33	38	39	39	38	43	36	38	30	44	48	48	42	53	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	2	1	1	2	2	1	1	1	2	2	1	2	2	1	1	1	1	1	3	2	2	1	1	1	1	2	2	2	1	1	2	1	2
81500	-337.491418383413532	-335.806418483605341	-1.684999899808182	0.000159373638612	0.000033190385145	0.208255175914052	0.619361108507115	-1	0	1	3	5	2	4	3	6	8	4	4	5	7	5	7	7	8	7	9	11	10	9	9	12	12	13	14	14	16	15	16	15	16	17	18	19	20	18	20	22	24	21	21	21	22	23	22	23	25	28	27	26	28	0	1	1	2	11	1	6	1	15	13	6	6	2	13	8	5	11	4	4	14	19	13	17	14	17	14	26	20	24	21	27	14	26	33	0	28	33	34	35	30	36	48	39	39	34	39	32	38	45	44	49	42	48	52	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	2	2	2	2	1	2	3	2	1	3	2	2	1	2	2	1	1	2	2	2	1	2	2	1	2	1	3	2	3	1	2	2	2	2	3	1
82000	-361.296474485152203	-359.790539031671301	-1.505935453480874	0.000141084416014	0.000040995934737	0.290577342952985	0.533543082119324	-1	1	0	2	5	1	3	1	6	8	4	5	6	7	6	7	5	7	9	9	11	10	9	9	11	13	12	14	14	16	15	18	14	16	17	17	20	21	19	20	21	22	21	21	21	20	22	22	22	24	26	27	26	28	0	1	1	1	11	1	6	1	4	15	7	6	2	13	4	11	11	9	15	14	10	10	17	15	17	21	14	9	27	21	29	30	20	26	0	34	2	34	35	34	32	38	46	39	32	39	45	32	33	43	38	49	45	53	1	2	1	2	1	1	1	1	2	2	1	2	2	1	2	1	1	1	2	1	2	1	2	2	3	1	2	3	1	2	1	1	2	2	1	1	8	2	1	1	2	1	1	1	2	1	1	2	4	2	2	3	1	2
82500	-359.707443123329995	-357.912534822313432	-1.794908301016571	0.000174661082705	0.000031052015014	0.177784395547198	0.749846284930930	-1	1	3	2	1	3	4	3	6	8	5	4	7	5	5	6	7	7	7	9	10	11	8	8	10	13	14	14	14	15	17	18	17	17	17	19	20	20	19	20	21	21	22	21	22	21	23	23	24	23	27	25	25	27	0	1	2	2	1	5	8	2	3	4	5	6	2	8	4	5	5	15	14	24	24	20	11	15	11	10	13	24	14	26	21	13	26	30	0	33	36	34	35	32	40	32	46	39	41	39	41	42	38	46	49	48	38	48	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	1	1	1	1	1	2	2	1	2	2	3	5	1	3	5	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3
83000	-294.361864156981426	-292.876026265272230	-1.485837891709169	0.000107673856659	0.000032838194180	0.304978341062193	0.726674056955841	0	1	3	2	4	2	3	2	6	7	5	5	6	6	6	7	6	8	9	8	10	10	10	9	11	12	13	14	14	15	17	17	16	15	17	18	18	20	19	20	21	23	22	21	22	21	23	22	23	24	27	28	26	27	0	1	1	2	6	1	6	1	3	13	5	7	4	2	4	11	11	14	14	15	20	13	17	14	17	9	22	26	26	26	29	34	26	28	0	33	33	30	35	30	36	38	46	39	38	39	36	32	48	44	49	53	48	53	1	1	2	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	2	2	2	2	3	2	1	1	2	2	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	3	2	1	2	2	1	2	1
83500	-322.151676712125891	-320.367846686022745	-1.783830026103125	0.000127535610538	0.000023015552720	0.180463735756309	0.669916386349911	0	1	2	3	4	1	3	3	6	6	5	6	6	5	5	7	5	7	8	8	10	9	9	8	10	12	13	14	13	17	16	18	16	17	17	19	19	19	19	20	20	24	22	21	21	21	23	23	23	25	27	28	26	25	0	1	1	2	6	1	6	1	3	14	5	7	2	4	2	5	5	14	14	9	24	2	17	14	17	14	19	26	13	33	29	33	26	26	0	30	30	34	35	36	36	32	46	39	38	39	36	32	38	44	49	42	42	42	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	2	1	1	3	1	1	2	2	2	3	4	2	1	2	1	2	2	2	2	1	1	1	1	1	1	1	3	1	1	1	1	2	2	1	2	2	2	1	1
84000	-352.403773357245711	-350.960679690042468	-1.443093667203255	0.000133600834189	0.000045848308873	0.343173821868195	0.648988480028921	-3	1	3	3	4	2	3	2	6	9	4	6	6	7	5	8	5	8	9	9	11	10	9	10	9	11	12	14	14	15	15	18	16	15	18	18	19	20	20	20	21	22	20	20	22	22	23	23	23	25	28	28	25	28	0	1	2	8	6	2	6	2	3	15	6	11	8	1	2	12	11	13	13	13	20	4	12	10	17	19	15	9	24	20	22	34	22	26	0	22	28	32	35	30	36	38	35	35	38	43	41	42	45	44	49	53	48	53	1	2	1	1	1	1	1	1	1	2	1	1	2	4	2	1	1	1	2	2	1	3	1	1	2	1	3	3	1	2	2	1	3	2	1	3	2	1	1	2	2	1	1	1	2	1	1	1	1	2	3	2	1	2
84500	-350.369680610429384	-348.760336837709758	-1.609343772719638	0.000110073408092	0.000025981868487	0.236041283153445	0.642240451693860	-1	0	2	3	4	1	3	3	6	7	5	6	7	6	4	8	7	6	7	9	11	9	8	9	11	11	11	15	14	17	16	18	17	16	17	19	18	20	19	19	21	24	20	22	21	21	23	22	23	25	28	28	26	28	0	1	1	1	4	1	6	1	3	9	5	6	2	1	2	5	11	15	9	19	24	19	11	15	11	20	24	20	13	20	14	26	34	26	0	33	30	34	35	33	34	48	39	39	36	43	36	41	32	44	49	42	42	53	1	1	1	3	1	1	2	2	2	1	1	3	5	4	2	3	2	1	1	1	1	1	1	2	3	1	1	3	3	3	5	4	1	2	1	2	1	3	2	1	2	2	1	1	1	1	2	1	3	2	2	2	1	1
85000	-318.712532684967300	-317.037296778247537	-1.675235906719737	0.000105124131687	0.000022229593756	0.211460426827071	0.747261142279872	-1	0	2	3	4	2	3	3	7	8	5	4	7	6	5	8	7	7	6	8	10	10	9	9	11	12	12	14	14	16	16	18	16	16	17	18	20	20	19	21	22	23	21	20	21	22	23	22	24	25	27	26	24	28	0	1	1	2	7	1	6	1	4	9	5	6	4	4	4	11	11	1	4	4	24	8	16	14	23	22	18	26	27	20	27	30	26	26	0	30	30	32	35	30	45	45	39	39	32	43	41	30	48	44	49	53	48	53	1	1	1	1	1	2	1	2	2	1	1	1	2	2	1	1	1	4	1	3	1	4	1	1	2	1	3	1	1	3	2	1	2	3	1	1	2	1	1	2	1	1	1	1	2	1	1	3	1	2	2	1	1	2
85500	-317.503571008411200	-315.727046460596625	-1.776524547814548	0.000133295501371	0.000024296069312	0.182272237712672	0.624935724624044	-1	1	1	3	5	1	3	2	6	8	4	5	6	6	5	6	7	8	6	8	10	10	9	8	10	12	12	15	13	17	17	17	15	16	18	18	20	20	19	20	22	23	20	21	22	22	21	23	23	25	27	28	26	27	0	1	1	2	11	1	6	2	3	13	6	6	4	4	4	12	11	15	2	13	10	19	17	13	23	20	22	20	27	34	27	33	26	33	0	34	30	32	35	36	33	32	39	39	34	43	36	41	41	44	49	42	48	48	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	1	2	1	2	1	1	3	1	2	1	2	1	3	1	1	3	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	1	1	1	2	2	2	2	2
86000	-311.182871228198564	-309.740065765865666	-1.442805462332927	0.000112681917592	0.000038703874944	0.343479022824408	0.663053766307971	-1	1	1	3	4	2	3	4	6	8	5	6	5	6	5	7	7	7	9	8	11	10	9	10	11	12	13	15	15	17	16	17	13	17	18	16	19	19	19	19	22	23	22	21	21	20	23	23	24	24	27	27	26	27	0	1	1	2	7	1	6	4	3	14	5	6	4	4	4	5	11	15	14	9	14	20	17	10	23	20	24	20	27	28	27	28	22	26	0	28	34	28	35	34	36	32	46	39	38	39	41	41	48	44	49	48	48	42	1	1	1	2	1	1	1	1	3	1	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	2	2	3	2	1	2	1	1	2	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	2	2	2	2	2
86500	-364.855630806249565	-363.245879335299378	-1.609751470950208	0.000133603824696	0.000031513239335	0.235870787429513	0.509694426943748	-1	0	1	2	5	1	3	2	6	8	4	5	5	7	3	8	6	7	8	9	10	10	9	9	11	11	13	13	13	13	16	15	16	14	17	17	20	20	19	18	22	24	22	21	21	21	24	21	23	23	28	27	26	28	0	1	1	2	11	1	6	1	3	2	6	6	4	15	4	11	6	13	9	14	24	19	17	9	17	19	24	10	9	14	30	28	10	20	0	34	34	32	35	34	36	48	46	39	36	39	33	38	30	44	45	45	42	53	1	1	1	1	1	1	1	1	2	3	2	2	1	2	1	2	2	1	1	1	1	1	2	2	2	2	2	3	2	4	3	1	3	3	1	2	3	2	1	2	2	2	1	1	3	1	5	1	4	2	3	3	2	2
87000	-343.116972400833163	-341.683399275880163	-1.433573124952974	0.000128863312880	0.000045580310500	0.353710528477016	0.550380754295574	-1	0	3	2	4	0	3	4	5	7	3	5	6	5	5	7	6	7	8	9	10	10	10	8	12	12	13	13	14	16	17	17	14	15	17	18	19	20	19	17	20	22	22	21	21	21	23	23	23	24	27	28	25	27	0	1	4	2	11	1	6	1	3	9	6	6	4	4	2	5	11	15	10	14	15	20	16	14	23	22	21	24	26	20	29	33	26	20	0	33	26	34	35	34	40	36	46	39	41	39	36	45	30	39	53	53	42	53	1	1	1	1	1	1	2	2	2	1	1	2	2	1	2	2	2	1	1	2	2	1	1	2	2	2	3	2	1	4	2	1	1	3	1	3	3	3	1	1	2	2	1	1	1	1	2	1	3	2	2	2	2	2
87500	-331.707454583100173	-329.837000713478005	-1.870453869622185	0.000128625435640	0.000020747684732	0.161303125066752	0.527566177976066	0	1	3	3	5	2	4	4	6	8	4	5	4	6	5	7	6	7	8	8	11	10	10	6	11	12	13	14	14	16	15	18	16	15	17	18	20	21	19	20	21	24	22	20	21	21	23	22	24	24	27	27	25	26	0	1	1	2	11	1	6	1	3	14	6	6	1	4	4	5	11	4	14	13	14	24	17	13	5	14	18	26	26	28	13	34	34	26	0	26	36	32	35	26	36	48	39	39	32	39	36	38	48	35	49	42	48	53	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	2	3	3	4	2	1	1	4	2	1	2	1	3	1	1	1	3	1	1	2	1	1	1	2	1	1	5	2	2	2	1
88000	-339.951777668100306	-338.410757274424498	-1.541020393675798	0.000134577314324	0.000036206789388	0.269040808024666	0.590455395408678	0	1	2	2	5	2	4	4	6	8	5	4	4	6	5	8	7	7	8	9	10	10	9	7	12	12	14	14	13	17	16	17	16	15	17	16	18	21	18	19	21	24	22	21	20	20	23	22	22	24	27	28	26	27	0	1	1	1	6	1	6	1	3	4	7	6	2	2	2	5	5	1	8	14	10	19	17	15	23	20	24	22	15	33	27	19	34	14	0	20	36	30	35	30	40	48	46	39	30	39	41	45	38	44	48	42	42	53	1	1	1	1	2	1	1	2	2	2	1	2	2	2	2	2	1	3	2	2	1	2	1	1	2	1	4	1	2	1	1	4	1	4	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1
88500	-302.970306452008799	-301.542656368497830	-1.427650083510951	0.000129965096316	0.000046890387767	0.360792159563051	0.607630031166054	-1	0	1	2	5	1	2	1	7	9	4	5	7	6	4	7	7	7	8	8	10	10	9	9	12	13	12	14	14	17	15	18	16	14	17	18	20	19	18	21	21	23	22	21	21	20	23	22	22	25	27	27	25	27	0	1	1	2	11	1	6	1	1	13	6	6	14	15	4	5	5	15	14	18	18	18	17	9	16	22	24	9	27	34	27	34	34	26	0	33	32	28	35	33	32	45	46	39	32	39	41	32	32	44	49	48	42	53	1	1	1	1	1	1	1	1	4	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	4	1	2	2	2	1	1	1	1	1	3	1	2	2	1	1	1	1	1	1	2	2	2	2	2	1	1
89000	-300.493179986233201	-298.859783283137290	-1.633396703095928	0.000121512668558	0.000027511598447	0.226409301793685	0.831313251737850	-1	1	1	2	3	2	3	3	7	8	5	5	6	7	5	7	7	8	9	9	11	11	8	9	10	12	12	14	14	17	16	18	17	16	18	19	19	20	19	21	21	24	22	21	21	20	23	22	23	25	27	27	27	28	0	1	1	2	6	1	6	2	13	13	5	7	15	4	2	11	11	14	13	14	24	18	17	9	23	22	14	26	27	34	29	30	34	20	0	33	34	32	35	33	36	45	46	39	38	39	40	45	48	44	49	48	48	53	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	3	2	1	1	1	1	1	1	2	2	1	1	1
89500	-318.692961961969843	-317.008102858863083	-1.684859103106772	0.000108193330118	0.000022536746986	0.208300705425104	0.627219222485508	-1	1	2	3	5	2	4	1	4	9	4	6	6	7	6	7	7	7	8	8	9	10	8	9	12	11	13	14	15	16	16	17	17	16	18	17	20	21	19	20	20	24	22	22	22	21	23	22	24	25	27	28	26	26	0	1	1	2	11	1	6	1	2	18	6	11	2	4	4	11	5	2	4	4	2	20	17	18	17	20	24	26	24	26	27	34	30	28	0	30	30	41	35	30	36	48	46	39	38	39	41	38	48	44	49	48	48	42	1	1	2	1	1	2	1	1	1	2	1	1	3	3	1	2	1	2	2	2	3	1	1	1	3	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	3	1	1
90000	-286.502617931770601	-284.999271217852083	-1.503346713918545	0.000097248296477	0.000028429172575	0.292335944228023	0.752405580619256	-1	0	2	2	4	2	3	3	6	8	3	5	6	6	4	7	5	5	8	9	10	9	9	8	9	12	12	14	14	15	16	17	17	16	18	19	18	20	19	20	21	23	20	21	22	21	24	22	23	25	28	27	25	27	0	1	1	2	11	1	6	1	3	18	6	6	4	15	2	11	11	2	13	13	24	14	17	13	17	20	13	26	27	26	29	30	30	26	0	33	34	32	35	33	36	48	39	39	38	43	41	38	38	44	49	48	48	53	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	1	3	1	1	1	2	2	1	2	2	2	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	2	2	1
90500	-321.554473056724305	-320.034189531593029	-1.520283525131259	0.000096544351047	0.000027156295966	0.281283116739903	0.656061486838729	-1	1	1	3	5	2	4	3	6	8	4	6	5	7	4	6	6	8	9	9	10	10	8	9	11	12	12	13	14	16	16	17	17	14	19	19	19	20	20	21	21	23	22	21	21	22	23	22	24	24	28	27	26	28	0	1	1	2	11	1	6	1	3	4	6	6	1	4	2	7	11	9	9	14	24	14	17	9	23	2	13	20	24	28	29	34	30	26	0	30	34	32	35	33	36	48	39	39	36	39	40	38	38	44	49	42	42	53	1	1	1	1	1	2	1	3	3	2	1	2	3	2	1	1	1	1	1	1	1	1	1	2	2	4	4	2	3	2	2	2	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	2	3	2	2	2
91000	-305.731112806703038	-304.246952999449491	-1.484159807253524	0.000162398612911	0.000049736976804	0.306264788300754	0.737289749115046	-1	1	2	3	5	2	3	4	6	9	4	4	5	7	4	7	6	6	8	8	10	10	9	10	11	13	13	15	14	15	16	17	17	17	17	18	18	20	19	20	21	23	22	20	21	21	24	22	23	24	27	28	23	27	0	1	1	2	11	1	6	1	8	20	6	6	4	4	4	11	5	1	4	14	19	20	17	18	17	22	19	26	14	26	24	30	30	30	0	33	30	34	35	36	30	45	46	39	33	39	33	38	45	44	49	54	38	42	1	1	1	1	1	1	1	3	2	1	1	1	1	2	1	2	1	3	2	1	1	1	1	2	3	1	2	1	3	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	3	1	1	2	2	1	2	2
91500	-306.888711561712626	-305.326103103507592	-1.562608458205028	0.000104704641245	0.000026965841230	0.257541985812118	0.633761076934889	-1	1	3	2	4	2	3	3	5	8	5	5	6	7	6	7	6	7	9	9	11	10	9	9	11	12	12	14	14	16	17	18	16	15	18	19	20	20	20	20	20	23	22	22	21	21	24	22	24	23	28	27	26	28	0	1	2	1	2	1	6	1	3	18	5	6	4	4	1	11	11	4	14	13	24	14	17	18	17	15	24	20	27	22	29	30	34	26	0	34	36	32	35	34	36	48	46	39	32	39	41	38	48	44	49	45	48	53	1	2	1	1	1	1	1	2	1	1	1	1	2	2	3	1	1	2	1	2	1	1	1	1	2	2	1	4	1	3	2	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	2	1	2	1	2	2	1	1
92000	-311.856123461045968	-310.201547211817456	-1.654576249228485	0.000114017415373	0.000024922072640	0.218581280400139	0.664784326286422	-1	0	2	2	3	1	3	2	6	8	4	5	5	6	5	8	7	7	9	8	9	10	8	10	11	12	13	13	15	15	17	18	16	17	18	18	19	20	19	19	21	24	20	21	21	22	23	22	24	25	27	25	26	27	0	1	2	2	6	1	6	1	2	14	5	6	4	4	4	11	11	15	10	2	4	14	17	20	23	10	22	9	27	28	27	30	30	30	0	28	36	32	35	33	37	48	39	39	38	43	41	38	48	44	49	45	52	52	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	2	2	1	1	5	3	3	1	1	2	2	1	3	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1
92500	-327.698164808805302	-326.311388916652277	-1.386775892153003	0.000102103630333	0.000043761420393	0.428598084616252	0.644065296848008	-1	1	2	1	4	4	2	4	7	8	5	6	6	4	6	6	7	7	8	9	8	11	9	9	12	13	13	15	15	17	16	16	17	14	17	19	20	19	19	20	21	24	22	21	21	20	23	22	21	24	26	26	26	27	0	1	1	1	7	7	2	1	14	13	5	6	14	2	4	11	11	15	4	21	8	4	17	13	11	20	19	26	27	34	27	22	34	26	0	32	30	30	35	36	33	48	46	39	32	39	36	38	34	44	42	48	42	52	1	1	1	1	1	1	1	3	1	1	1	2	2	1	2	1	1	1	3	1	2	4	1	1	4	2	2	1	1	2	1	3	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	3	1	1	2	1	1
