step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25
93500	-137.467077866072970	-136.076182143031275	-1.390895723041681	0.000056639611227	0.000023752737468	0.419366181254203	0.735543911345420	-1	4	6	6	7	9	11	11	14	12	16	13	13	15	17	16	15	14	14	15	16	16	17	17	20	0	0	2	2	3	5	6	6	7	5	19	7	8	10	14	9	7	7	10	12	12	7	17	22	10	1	1	1	1	1	2	1	1	1	2	1	1	1	3	1	1	2	1	1	1	1	4	1	1	4
94000	-130.576916858482150	-129.144161950784081	-1.432754907698083	0.000064165352612	0.000022757073694	0.354662957000698	0.698392089701602	0	4	5	7	7	10	12	9	14	11	14	12	11	14	15	16	15	14	14	16	15	14	17	17	20	0	0	2	2	3	5	6	5	7	2	12	6	8	7	7	9	18	7	12	12	12	7	17	21	16	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
94500	-151.632814139736070	-150.155778258866007	-1.477035880870068	0.000093236249188	0.000029079347159	0.311888856663918	0.660359902793589	-2	4	5	7	7	9	11	11	13	10	14	12	13	15	16	15	15	14	13	15	17	16	16	16	19	0	0	2	2	3	5	3	6	12	6	19	6	8	18	19	9	9	10	7	12	20	10	17	12	20	1	1	1	1	1	2	3	1	1	1	1	2	2	1	1	1	1	1	1	1	1	4	1	2	2
95000	-136.188159529925485	-134.537293155067061	-1.650866374858424	0.000067142380788	0.000014765413683	0.219911976756330	0.739688382831222	0	2	5	6	8	9	11	11	14	11	14	12	12	15	17	16	16	13	15	15	18	13	18	16	19	0	0	2	2	3	5	6	6	10	5	12	7	8	10	22	9	18	10	11	12	24	7	17	12	16	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	1	1	2	2	1
95500	-135.359860261254425	-133.704886441394478	-1.654973819859937	0.000089819470719	0.000019620133936	0.218439652100916	0.638305139267013	0	5	6	6	8	10	11	11	13	12	14	13	13	14	16	17	16	13	14	15	17	14	17	16	21	0	0	2	2	3	5	5	5	10	5	10	10	8	10	22	9	18	7	12	12	24	9	17	12	16	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2
96000	-146.450630264778198	-145.084886544684679	-1.365743720093530	0.000089514624110	0.000045060745925	0.503389768686871	0.449177971249855	0	4	5	6	6	9	11	10	14	10	16	12	13	13	15	16	14	14	14	14	16	17	18	17	20	0	0	2	2	3	5	4	6	7	5	18	10	7	10	14	6	10	5	7	12	20	15	10	12	16	1	1	1	1	1	2	2	1	2	2	1	1	1	2	1	2	2	5	1	1	1	1	3	3	2
96500	-141.718241831963837	-140.325058947219787	-1.393182884744043	0.000068358456787	0.000053528897552	0.783061819529660	0.609615433581759	0	5	6	6	8	10	11	11	15	11	14	13	12	14	16	16	16	14	15	15	17	16	17	18	20	0	0	2	2	3	3	3	6	7	5	5	6	8	10	10	7	18	10	12	7	12	11	18	20	22	1	1	1	1	1	3	3	1	2	1	2	2	1	2	2	2	1	1	1	2	2	1	1	1	2
97000	-147.878784114958904	-146.146168325019971	-1.732615789938946	0.000066253978124	0.000012847073906	0.193906453161919	0.710811228214131	1	4	6	5	8	9	12	11	14	11	15	12	13	13	13	16	15	14	14	16	17	14	16	18	20	0	0	4	2	3	5	5	3	7	6	15	6	8	7	10	9	5	10	12	12	12	7	17	12	16	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	3	2	1	2	2	1	1	4	2
97500	-137.088094613649417	-135.685200964174271	-1.402893649475137	0.000102905293403	0.000040803148118	0.396511654251870	0.743911190074172	1	4	5	6	7	8	10	9	13	11	15	13	13	14	16	16	14	13	15	15	17	15	18	17	20	0	0	2	2	3	5	5	6	7	7	7	6	8	10	14	7	18	10	12	12	20	6	17	12	15	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	4	2	2	2
98000	-144.691563742137760	-143.250614013752454	-1.440949728385311	0.000074400723895	0.000025702754613	0.345463770610127	0.793660320675453	-1	5	6	7	8	10	12	11	13	12	15	13	13	15	16	17	14	14	13	15	18	17	17	18	19	0	0	2	2	3	5	6	6	5	6	19	5	8	18	9	18	10	10	6	12	19	15	17	12	22	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	2	1	4	1	3	2	1
98500	-134.086890596623959	-132.632742270189766	-1.454148326434206	0.000087739955036	0.000029132812299	0.332035869937596	0.861641866508696	-1	5	6	6	8	10	9	12	14	11	16	13	12	15	17	16	15	14	14	15	17	15	17	16	19	0	0	2	2	3	2	5	6	5	7	14	6	6	10	22	6	18	10	12	9	20	9	17	20	16	1	1	1	1	1	3	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2
99000	-119.503052672938111	-118.142201180003099	-1.360851492935014	0.000087757797807	0.000049614981169	0.565362650482229	0.891165792452506	0	3	5	6	7	9	11	10	15	12	15	13	12	14	15	16	15	14	14	15	17	17	18	17	20	0	0	2	2	4	5	6	5	18	6	18	7	8	10	7	9	18	6	12	12	20	15	17	11	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2
99500	-126.845376972887081	-125.450293811587031	-1.395083161300043	0.000095723820212	0.000039322847908	0.410794803432966	0.830010805460988	0	4	5	6	8	9	10	11	11	11	16	12	12	15	15	16	15	14	14	15	16	16	17	17	20	0	0	2	2	3	5	6	6	6	7	12	7	8	10	10	9	18	10	12	12	18	15	17	21	16	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2
100000	-135.388935226295899	-134.014725998967094	-1.374209227328813	0.000106989552274	0.000049688423118	0.464423133496090	0.865287682458173	-1	5	6	6	7	9	9	9	14	12	15	12	11	15	17	17	16	14	14	16	17	16	18	17	19	0	0	2	2	3	5	5	5	7	7	12	6	8	10	22	11	18	10	12	12	12	11	17	12	16	1	1	1	1	1	1	1	1	3	1	2	1	1	2	1	1	2	1	1	2	2	1	1	1	1
