step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54
48000	-306.200858550346766	-313.056346501306166	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735859939201757	-1	0	2	2	4	2	3	3	6	8	5	5	7	4	5	6	7	7	9	8	11	10	9	9	12	11	12	15	12	15	15	16	15	16	18	18	18	20	19	21	21	23	21	22	21	22	23	22	24	25	25	28	25	27	0	1	2	2	6	1	6	1	14	4	5	6	14	2	14	11	11	4	10	13	19	10	17	18	17	20	24	26	22	26	27	30	10	30	0	33	34	32	35	36	33	48	39	43	38	43	41	38	48	44	49	53	42	53	1	1	1	1	1	1	1	2	1	3	1	1	1	2	1	1	1	2	1	1	1	1	1	1	3	2	2	1	1	1	2	1	4	1	1	2	1	2	1	2	3	1	2	1	1	1	1	1	2	2	1	1	1	1
48500	-285.577831103856909	-292.433319054816309	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680954313605427	-1	1	2	2	4	2	3	3	6	8	5	5	5	6	5	7	7	7	8	8	11	11	9	9	12	12	11	15	13	15	16	17	16	17	18	18	19	20	19	20	19	22	21	21	21	22	24	23	23	24	27	27	24	26	0	1	1	2	7	1	6	1	13	2	5	6	2	4	4	11	11	14	13	14	24	24	17	13	17	20	24	20	27	26	27	30	30	30	0	33	34	32	35	36	36	34	39	39	38	43	41	38	42	35	49	48	42	53	1	1	1	1	1	1	1	1	1	3	1	1	3	2	1	1	1	1	2	1	1	1	2	2	2	2	1	2	2	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	2	1	2	2	3	1	1
49000	-267.704404692996832	-274.559892643956232	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582020080848569	-2	0	3	2	3	2	4	3	5	8	5	5	7	6	5	7	7	8	8	8	11	10	9	9	12	12	11	14	14	14	16	17	16	16	17	18	19	20	19	21	21	24	21	21	22	22	24	22	22	23	27	27	26	28	0	1	4	2	6	1	6	1	3	4	5	6	4	15	2	11	11	15	13	14	24	14	17	10	23	20	24	26	27	26	29	30	30	30	0	33	34	32	35	34	36	48	39	39	38	43	41	38	38	44	49	42	48	53	1	1	1	1	1	3	1	2	1	3	1	1	2	1	2	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	1	1	1	1	1	2	1	1	1	3	1	2	1
49500	-318.257088986077918	-325.112576937037318	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706288211984988	0	1	2	2	4	1	4	3	6	8	5	6	6	6	6	6	6	8	9	9	9	11	8	10	11	12	14	14	15	15	16	18	16	16	18	18	19	20	19	20	21	24	20	21	21	21	22	22	24	24	27	27	23	25	0	1	1	2	6	1	6	1	3	13	5	6	4	2	8	11	11	14	10	13	15	14	17	1	23	20	24	26	24	13	27	34	30	26	0	33	30	32	35	36	36	48	39	39	30	43	40	38	38	44	49	38	48	53	1	1	1	1	1	1	2	2	2	1	1	2	2	2	3	1	1	1	1	2	1	3	1	6	1	2	2	2	2	4	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	3	1	2
50000	-312.065006504619078	-318.920494455578478	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675629731878623	-1	1	2	3	4	1	3	2	6	9	5	5	7	5	6	8	6	6	8	7	10	10	8	9	11	12	13	12	14	16	17	17	17	15	18	19	20	21	19	19	21	24	22	20	20	21	22	21	24	23	28	26	26	28	0	1	1	2	6	1	6	1	3	19	5	6	14	4	4	17	5	3	13	4	20	2	17	13	23	20	13	20	27	28	29	34	34	26	0	33	32	45	35	33	36	48	46	39	30	39	36	34	48	39	49	48	42	52	1	1	2	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	3	1	1	2	2	4	3	1	2	2	2	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	3	1	2	2	2	2	1
50500	-303.127785138637478	-309.983273089596878	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629937567810466	-1	1	3	2	3	2	4	4	6	8	5	6	6	6	5	7	7	8	9	8	9	11	10	9	9	12	14	13	15	17	16	18	15	16	17	18	20	19	19	20	22	23	20	21	22	21	23	20	24	23	27	27	26	27	0	1	1	2	6	1	6	1	3	13	5	6	4	15	2	11	11	15	14	14	14	24	25	13	17	20	24	21	27	34	21	30	28	33	0	34	32	32	35	36	33	48	35	39	38	43	41	38	42	39	49	48	42	42	1	1	2	1	1	1	1	2	2	1	1	2	2	1	2	1	1	2	2	2	2	1	1	2	1	2	3	2	1	1	2	1	1	1	1	1	1	1	1	1	3	2	2	1	2	1	1	1	1	2	2	3	1	2
51000	-294.790864757107670	-301.646352708067070	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710284043731687	-1	1	2	2	4	2	4	3	7	9	5	5	5	5	6	7	6	7	8	8	11	10	9	10	12	13	13	13	14	17	16	17	16	15	17	18	20	20	18	20	21	24	22	20	19	21	23	22	23	24	27	27	26	26	0	1	1	2	6	1	6	2	2	14	5	6	2	4	13	11	11	13	13	9	24	10	17	19	23	20	14	20	27	34	29	34	26	26	0	33	36	32	35	33	36	48	46	39	32	39	41	45	48	44	49	42	42	42	1	1	1	1	1	1	1	1	4	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	4	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	2	1	2	3	2	2	1
51500	-326.536868955629814	-333.392356906589214	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647936961691003	0	1	2	3	3	2	4	2	6	8	5	4	5	6	6	7	7	6	7	9	11	10	8	8	12	13	13	14	14	15	17	17	16	15	18	18	19	20	19	19	22	24	22	21	20	21	23	23	20	24	27	26	25	26	0	1	1	2	6	1	6	1	3	19	5	6	2	4	4	11	5	2	13	24	24	13	17	13	23	20	24	26	27	26	29	34	26	20	0	34	32	32	35	32	32	48	46	39	36	39	41	36	30	44	49	53	48	42	1	1	1	1	1	2	1	1	2	1	2	1	2	2	1	1	3	2	1	1	1	2	1	2	2	2	3	1	1	1	2	2	2	2	1	3	1	1	1	1	2	1	1	1	1	1	1	2	2	1	4	1	1	1
52000	-324.993535792330533	-331.849023743289933	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621785397427173	-1	1	2	0	5	2	3	2	5	8	4	5	6	6	5	5	5	7	7	8	9	10	8	9	11	13	13	12	14	17	16	17	15	16	18	18	20	21	19	20	21	24	22	21	22	21	24	22	23	24	27	27	25	27	0	4	4	1	11	1	6	1	3	2	6	7	2	9	2	11	11	15	15	15	15	14	17	20	17	15	13	20	27	34	29	33	13	33	0	33	34	32	35	33	36	48	46	39	40	39	41	38	38	44	49	42	42	53	1	1	1	1	1	2	1	1	1	2	2	1	3	1	2	1	1	1	1	1	2	2	1	1	3	4	5	3	1	1	1	1	4	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	2
52500	-281.401647808001371	-288.257135758960771	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718972967341885	-2	0	2	3	3	2	3	3	6	7	5	5	4	6	5	7	6	6	8	8	10	10	9	9	12	12	13	14	14	16	17	17	17	14	17	17	19	20	19	19	21	23	22	21	22	20	23	20	23	24	28	28	27	28	0	1	1	2	6	1	6	1	3	4	5	6	2	13	4	11	11	4	14	14	24	14	17	13	23	20	24	26	27	34	29	34	34	26	0	30	33	30	35	33	36	48	46	39	38	39	41	32	38	44	49	53	42	53	1	1	2	2	1	2	1	2	2	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	2	2	2	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	2	2	1	2	1
53000	-307.451533203213330	-314.307021154172730	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668598057794932	-1	1	2	3	4	2	4	4	5	8	5	6	6	6	5	7	6	8	8	8	10	10	9	8	11	12	12	14	12	16	16	17	16	14	18	18	20	19	19	19	21	22	22	21	21	20	23	21	23	24	28	28	25	26	0	1	1	2	6	1	6	1	3	15	7	7	2	4	2	11	11	15	15	13	10	13	11	13	17	21	24	26	24	34	29	33	34	20	0	33	34	32	35	36	36	38	46	39	32	39	41	32	48	44	49	54	42	53	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	1	1	2	1	1	1	2	3	1	3	2	3	1	2	1	2	1	2	2	1	1	2	1	1	1	2	1	1	1	2	1	1	2	2	2	2	1	2	1
53500	-297.001508992651452	-303.856996943610852	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617544796576488	0	1	3	3	3	2	3	3	5	8	5	6	7	6	5	7	6	7	8	8	11	10	10	9	9	11	13	13	15	16	17	16	16	14	18	19	19	20	19	20	21	24	22	21	21	21	23	22	23	24	27	27	26	28	0	1	2	2	6	1	6	1	3	14	5	6	9	4	4	11	11	15	2	15	24	20	25	10	17	2	21	20	27	28	27	34	34	14	0	33	34	32	35	34	38	48	46	39	38	39	41	38	38	44	49	38	42	53	1	1	1	1	1	1	1	2	1	2	1	2	2	2	1	1	1	1	2	2	1	1	1	1	1	5	1	3	1	1	3	1	1	4	1	2	2	2	1	3	1	1	1	1	1	1	1	1	1	2	2	3	1	1
54000	-323.516089749658875	-330.371577700618275	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660850359223072	-1	0	2	3	5	2	4	4	5	9	3	5	6	5	6	8	6	6	8	9	10	10	10	8	8	13	13	15	13	17	16	18	17	16	18	19	20	20	19	20	20	23	21	21	20	20	24	21	23	23	27	27	26	26	0	1	1	1	11	1	6	3	8	4	6	7	14	2	4	12	11	14	13	13	8	14	25	13	17	20	24	13	10	34	29	34	34	28	0	33	34	30	35	36	33	48	46	39	32	39	41	32	48	44	49	53	48	48	1	1	2	1	1	1	1	1	1	3	1	1	1	2	1	1	2	1	2	1	2	2	1	1	1	2	3	5	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	3	1	3	2
54500	-304.121613850184588	-310.977101801143988	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673762974579446	-1	1	2	2	4	2	4	4	6	7	4	5	6	6	5	6	6	7	9	8	10	10	10	9	9	12	14	14	12	17	16	16	16	14	18	18	19	19	19	19	22	24	22	20	21	21	23	21	22	24	25	26	26	27	0	1	1	2	6	1	6	1	3	13	6	6	4	2	4	5	5	15	14	13	14	14	25	18	17	13	29	20	21	34	27	34	26	26	0	30	30	33	35	30	36	48	46	39	38	39	36	38	48	39	49	42	48	53	1	1	1	1	2	1	1	4	2	1	1	3	2	2	2	1	1	1	2	2	2	2	1	1	1	3	1	2	1	3	1	1	3	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	3	2	1	2	1
55000	-288.646979688164151	-295.502467639123552	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693970275483353	0	1	2	3	3	2	3	3	6	7	4	6	5	6	5	6	6	7	8	9	10	10	9	9	11	12	14	15	14	15	17	17	16	17	17	18	19	20	18	21	20	24	22	21	21	20	23	22	24	24	27	26	26	28	0	1	1	2	6	1	6	2	3	14	5	6	2	4	4	11	11	4	10	14	24	14	17	10	17	14	24	26	14	26	27	30	30	30	0	33	34	32	35	34	36	48	46	39	30	39	41	38	48	44	49	48	48	52	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	2	1	2	2	1	3	3	3	1	5	2	2	1	1	2	1	1	1	2	1	2	1	1	1	1	3	1	1	1	1	2	2	2	2	1
55500	-321.349535016572247	-328.205022967531647	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.749200223802421	-1	0	2	3	3	1	4	3	4	8	4	5	7	7	5	6	6	7	8	8	10	10	7	9	12	12	13	15	14	17	15	18	14	16	17	18	20	20	19	20	21	22	20	20	20	22	23	22	23	25	27	24	26	27	0	1	1	2	6	1	6	1	3	13	5	7	2	4	4	11	11	4	13	14	24	20	17	4	23	20	14	26	21	34	21	30	13	33	0	33	30	32	35	36	36	30	39	39	32	43	36	45	38	44	49	48	48	42	1	1	1	2	1	1	2	2	2	1	1	1	3	2	1	1	1	2	1	1	1	1	1	2	2	2	3	1	1	1	2	1	2	1	1	2	2	1	1	1	1	3	1	1	1	1	2	1	1	2	2	2	2	2
56000	-295.273310291014013	-302.128798241973413	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576332533198749	-2	0	2	2	4	0	3	2	5	7	2	6	5	6	5	7	6	7	8	8	10	10	8	9	12	13	13	14	15	17	17	18	16	15	18	18	19	20	19	20	21	24	20	20	20	21	24	22	21	24	27	26	26	28	0	1	1	2	11	1	6	1	1	13	6	7	4	4	4	11	11	14	10	14	4	24	17	15	23	22	24	26	27	34	29	30	34	26	0	33	30	32	35	36	36	48	39	39	32	43	41	38	38	44	49	48	42	52	1	1	2	1	1	1	2	1	3	1	1	2	2	2	2	2	2	1	1	1	3	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	4	2	2	1
56500	-304.434028227653130	-311.289516178612530	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684194754619417	-1	1	3	3	5	2	4	3	7	8	4	6	5	6	4	7	5	7	9	8	8	10	8	10	10	12	12	14	13	15	16	17	16	15	17	18	18	20	19	20	21	24	20	21	21	22	23	22	23	24	27	27	26	27	0	1	1	2	11	1	6	1	3	4	6	6	1	2	4	17	11	8	10	14	13	19	17	10	23	14	9	26	27	26	29	34	34	26	0	33	34	32	35	36	36	48	39	39	38	43	41	38	32	44	49	42	48	53	1	1	2	1	1	2	1	2	2	2	1	2	3	2	1	1	1	2	1	1	1	1	2	1	1	3	2	1	1	1	2	1	1	2	1	2	1	2	1	1	2	2	1	1	1	2	1	1	2	2	2	2	2	1
57000	-308.448052865778379	-315.303540816737780	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670298442738515	0	1	2	3	4	2	4	3	6	9	5	5	6	7	5	7	6	6	9	6	11	9	9	9	11	12	13	14	15	15	16	17	17	17	17	18	19	19	19	20	20	24	20	20	22	22	23	21	24	25	26	28	25	27	0	1	1	2	6	1	6	1	3	14	5	6	4	1	2	11	5	15	13	2	20	20	5	4	17	14	24	26	27	26	27	26	30	30	0	33	30	32	35	36	30	48	39	39	38	43	41	38	41	44	49	42	42	53	1	1	1	1	1	1	1	2	2	1	1	2	2	3	3	1	1	1	2	2	3	2	2	3	3	3	3	1	2	2	1	1	1	1	1	1	2	1	1	1	3	2	1	1	2	1	1	1	2	2	2	2	1	1
57500	-289.352888160571297	-296.208376111530697	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.809905015116368	0	1	1	3	3	2	3	4	7	8	5	5	7	6	5	8	7	7	9	9	11	9	8	9	12	12	13	13	14	16	17	18	17	16	18	19	19	19	19	20	19	24	21	20	21	22	23	22	24	24	27	26	26	28	0	1	1	2	6	1	6	1	3	15	5	6	4	4	2	11	11	15	10	13	22	14	17	14	23	22	24	20	27	22	29	30	30	26	0	34	30	34	35	41	30	48	39	39	30	43	41	45	48	39	49	42	42	53	1	1	1	1	1	1	1	2	4	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	2	2	2	2	1	3	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1
58000	-289.309788991790128	-296.165276942749529	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.682541717747106	-1	1	3	3	4	2	4	2	7	7	3	5	6	5	5	7	6	7	8	8	11	7	8	9	11	13	12	12	14	16	17	16	17	14	18	19	19	20	19	21	21	24	21	21	20	22	23	22	23	24	27	26	25	28	0	1	8	2	11	1	6	1	3	14	6	6	4	4	2	11	11	4	13	22	13	14	11	13	23	20	24	20	24	28	27	34	34	26	0	33	33	32	35	36	36	48	39	39	32	43	41	38	48	44	49	42	48	53	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	2	2	1	1	2	1	2	1	1	3	1	2	2	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2
58500	-306.248301970950592	-313.103789921909993	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644640548376502	-1	1	2	2	5	1	3	2	5	8	4	5	7	5	5	7	6	8	9	9	8	10	10	10	8	13	13	14	15	16	17	17	17	15	18	18	19	19	19	20	21	23	21	21	21	22	23	22	23	25	27	27	25	28	0	1	1	1	11	1	6	1	3	4	6	6	14	1	2	11	12	14	10	2	14	10	25	21	17	20	13	20	27	20	29	34	34	26	0	30	30	30	35	36	36	38	39	39	30	43	41	32	48	44	49	48	42	52	1	1	1	3	1	1	1	1	1	3	2	2	2	3	2	2	1	1	1	4	1	1	1	1	1	2	3	2	1	3	2	1	1	1	1	1	2	2	1	1	2	2	1	1	3	1	1	2	1	2	2	3	1	1
59000	-293.666696392251424	-300.522184343210824	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660136762494771	-1	0	1	3	4	1	3	3	5	8	3	5	7	5	5	5	5	8	9	8	10	10	9	9	12	11	12	14	14	15	17	17	16	16	18	17	19	20	20	19	21	23	21	21	22	22	23	22	24	25	27	27	25	26	0	1	1	2	11	1	6	1	3	2	6	6	14	4	4	11	11	15	14	14	13	10	17	20	23	20	24	26	27	20	27	30	30	30	0	30	34	30	35	36	36	48	39	39	32	43	36	38	48	44	49	42	42	53	1	1	1	2	1	1	1	2	2	3	1	2	1	2	1	1	1	2	2	2	1	1	2	1	2	2	1	1	1	3	3	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	4	1	1	2	2	3	1	1
59500	-304.302304238490080	-311.157792189449481	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540446898156392	-1	1	1	3	5	2	4	4	6	8	4	6	7	7	5	8	7	8	9	8	9	10	9	10	11	12	13	15	14	16	17	18	15	17	17	19	19	19	19	20	21	23	21	21	21	22	23	21	23	24	26	27	26	28	0	1	1	2	11	1	6	1	3	2	6	6	1	2	4	11	11	4	9	13	13	15	17	10	23	22	18	26	27	33	29	30	10	18	0	33	34	32	35	36	36	48	39	39	38	43	36	38	48	44	49	48	42	53	1	1	1	1	1	1	1	3	2	4	1	2	3	2	1	3	2	4	2	1	1	3	1	1	2	2	2	1	1	1	2	2	3	5	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	3	1	1
60000	-285.439575503556796	-292.295063454516196	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663212792675318	-1	0	3	3	3	1	3	2	5	7	5	6	6	6	5	7	6	7	8	8	9	10	9	10	11	12	12	15	14	17	17	18	14	16	18	18	18	20	19	21	19	24	22	22	22	21	24	22	23	23	27	26	26	27	0	1	1	2	6	1	6	1	3	15	5	6	1	2	2	11	11	13	10	14	8	4	17	21	23	20	21	26	27	34	29	34	26	33	0	33	30	32	35	41	33	38	46	39	38	39	41	38	48	44	49	48	42	52	1	1	2	1	1	1	1	2	1	1	1	2	4	2	3	1	1	1	1	1	3	2	2	1	1	3	2	1	1	1	1	1	1	1	1	2	1	1	1	1	3	2	1	1	1	1	2	1	1	1	2	2	1	1
60500	-295.017143886677161	-301.872631837636561	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678231912249645	0	1	3	3	4	2	4	3	5	7	5	4	6	6	5	7	6	8	9	8	11	11	8	9	12	12	12	14	14	14	15	17	15	17	17	18	19	19	19	20	21	24	22	21	21	20	23	21	24	24	27	25	27	28	0	1	1	2	6	1	6	1	3	9	5	6	4	2	4	5	5	14	10	14	13	18	17	2	23	20	24	26	27	26	27	30	30	30	0	33	34	32	35	33	34	48	46	35	38	39	41	38	48	44	49	42	52	53	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	2	1	2	1	2	1	1	4	2	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	3	2	2	2	1	1	1	1	1	1	2	1	1	1
61000	-330.174039579786324	-337.029527530745725	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.563467365660338	-1	0	2	2	4	2	3	4	7	7	5	5	6	6	4	7	6	7	8	9	9	9	8	9	11	12	12	13	13	15	17	15	16	16	18	17	20	20	19	18	21	23	21	20	20	22	23	22	22	25	27	27	25	27	0	1	1	2	6	1	6	3	3	2	5	6	4	4	2	11	11	14	14	14	13	9	17	15	23	13	10	26	14	20	29	26	30	26	0	33	30	26	35	30	36	49	39	39	30	43	41	33	30	44	48	48	42	53	1	1	1	1	1	1	1	1	2	4	1	1	3	2	2	1	1	1	1	2	2	1	1	3	2	2	2	1	4	3	2	2	1	2	1	1	2	3	1	2	2	1	1	1	3	1	1	3	4	2	3	3	1	1
61500	-303.116568254889728	-309.972056205849128	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659880869796349	0	1	2	3	4	2	4	3	6	8	3	4	7	6	5	8	7	7	9	8	8	11	10	9	11	11	13	15	15	16	16	18	17	15	18	18	19	20	19	20	21	24	20	22	21	22	23	22	23	23	27	28	27	27	0	1	1	2	11	1	6	1	15	14	6	6	14	4	4	17	11	4	13	18	15	10	17	21	17	13	21	26	27	26	27	30	34	20	0	30	30	32	35	36	36	48	39	39	32	43	41	45	30	39	49	54	42	48	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	1	2	1	2	1	1	1	3	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	2	1	1	2
62000	-308.728423892166177	-315.583911843125577	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.715056984106384	-2	0	2	2	5	2	3	3	7	7	4	5	4	6	6	7	6	7	6	9	8	10	8	9	12	12	13	13	15	16	16	17	17	16	18	18	17	20	20	20	21	21	20	22	21	22	23	22	23	24	28	28	25	25	0	1	1	2	11	1	6	1	14	8	6	6	4	4	13	11	11	4	4	14	19	13	17	13	23	20	24	26	24	26	27	34	30	26	0	33	34	30	35	33	36	38	35	39	34	43	36	42	38	35	49	53	48	42	1	1	2	1	1	2	1	3	1	2	1	1	1	2	1	1	1	2	3	2	1	3	1	2	2	2	2	1	3	2	2	1	1	2	1	1	1	3	1	1	2	1	1	1	2	1	2	1	1	3	2	2	2	2
62500	-293.012596905814519	-299.868084856773919	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666721075489778	-1	1	2	2	5	2	4	2	6	7	4	5	6	6	4	7	6	7	8	8	10	10	10	9	12	12	12	15	15	14	17	17	16	16	17	18	17	20	20	19	21	23	21	21	21	22	24	22	23	23	28	27	26	27	0	1	1	2	11	1	6	1	3	2	6	7	2	15	4	11	11	2	13	18	24	20	17	4	23	13	24	26	24	22	27	33	30	30	0	33	30	34	35	33	36	48	39	39	32	43	41	38	38	44	49	53	42	53	1	1	2	1	1	2	1	1	2	3	1	1	2	1	1	1	1	2	1	1	1	1	2	3	1	3	1	2	3	2	2	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1
63000	-316.482799180615814	-323.338287131575214	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605640851151556	-1	0	1	2	4	1	3	3	5	8	4	5	6	6	4	6	7	7	9	7	9	9	8	9	12	12	13	14	15	16	17	18	16	15	16	18	20	20	19	20	22	23	20	21	22	22	22	22	24	23	27	26	26	25	0	1	1	2	7	1	6	1	1	13	7	6	4	1	4	11	11	9	13	13	13	13	5	14	17	20	24	26	27	34	27	34	34	28	0	33	30	32	35	36	36	45	39	39	38	43	36	30	38	44	48	48	48	48	1	1	1	1	1	1	2	2	3	1	1	3	2	4	1	1	1	1	2	1	2	1	3	1	2	2	2	2	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	3	2	1	2	2	2	2
63500	-271.203521431434979	-278.059009382394379	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664641334746590	-1	1	2	2	4	2	4	3	6	7	5	4	5	4	6	6	6	7	8	8	11	9	9	9	11	12	12	14	14	16	17	18	17	15	18	18	19	19	19	20	21	24	21	21	21	22	22	22	24	24	28	26	26	27	0	1	1	2	6	1	6	1	3	14	5	6	2	8	13	11	5	13	13	14	24	20	17	13	23	22	24	20	27	34	29	34	34	26	0	33	34	32	35	36	36	48	39	39	38	43	41	38	48	44	49	48	42	52	1	1	1	1	2	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1
64000	-317.553100427928200	-324.408588378887600	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587747288317001	-1	1	2	2	2	1	3	4	6	8	5	5	6	6	4	8	6	8	7	6	10	10	9	9	11	13	13	13	15	15	16	17	17	17	17	19	19	20	19	20	21	22	20	21	22	21	23	19	24	24	27	26	26	27	0	1	1	2	6	1	6	3	3	19	5	6	4	2	2	11	11	13	15	4	18	18	17	14	17	21	24	13	27	28	29	28	30	30	0	32	28	34	35	33	36	48	39	39	34	43	36	32	38	44	49	48	38	48	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	1	2	2	3	2	2	4	1	1	1	2	1	1	1	1	3	2	1	2	2	2	1	1	2	1	2	1	3	2	2	3	2	4
