step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46
90000	-220.119961983811578	-218.170200991772077	-1.949760992039490	0.000098695911018	0.000014482326463	0.146736843638527	0.762232671391806	0	2	3	3	5	5	6	8	6	10	10	11	11	13	12	13	14	13	15	15	15	17	14	17	19	19	18	18	19	20	19	21	20	21	22	22	22	23	23	24	23	25	25	28	27	29	0	1	2	2	2	4	4	6	0	8	9	10	10	12	13	0	14	15	16	16	0	15	18	21	22	27	22	24	24	26	27	31	28	31	29	31	33	29	35	35	35	29	41	35	42	35	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	1	2	2	3
90500	-219.698729582434055	-218.061415481732212	-1.637314100701853	0.000107278819861	0.000024128937494	0.224917998964607	0.855564295818942	-1	2	3	3	6	5	6	7	7	9	10	11	10	13	12	13	14	14	16	15	14	17	13	16	20	18	20	19	21	17	19	22	20	21	22	23	22	23	24	24	24	26	26	26	26	29	0	1	2	2	2	4	4	6	0	8	9	13	10	12	12	0	14	23	16	16	0	18	15	21	22	22	30	24	28	13	26	31	24	27	29	25	33	29	35	35	35	41	40	29	40	44	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1
91000	-240.186113139692765	-238.625434640775524	-1.560678498917228	0.000094467360506	0.000024422102851	0.258524242875929	0.747669260433497	0	2	4	3	5	5	6	7	6	8	11	9	11	11	12	13	14	14	16	14	16	16	13	17	19	18	18	18	21	17	17	23	20	22	19	21	22	23	24	24	23	25	25	26	27	27	0	1	2	2	2	4	3	6	0	8	9	10	12	12	13	0	14	23	16	16	0	18	15	21	22	22	22	24	35	23	13	27	24	27	28	31	33	35	35	29	29	35	35	40	38	44	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	3	2	1	2	1	2	2	2	3	2	1	3	3	1	2	1
91500	-261.096879825614565	-259.515294610021556	-1.581585215593025	0.000081281972586	0.000020183189052	0.248310768175614	0.672015954472273	0	2	3	4	4	5	7	7	5	9	11	11	12	12	13	11	14	14	15	14	14	15	15	17	18	19	20	18	20	18	18	22	20	22	19	23	22	23	23	24	25	24	26	28	25	29	0	1	2	2	2	3	4	6	0	8	9	10	12	12	13	0	14	15	16	16	0	12	18	21	15	18	31	24	35	15	13	26	28	26	28	32	24	29	29	39	39	38	42	42	39	35	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	2	2	1	3	1	2	2	3	1	1	1	2	3	2	1	1	1	1	2	2	2	1	1	1	2	2	2	6
92000	-240.732059563986098	-239.006881603719478	-1.725177960266632	0.000078084044792	0.000015305966169	0.196019125416407	0.721873250571507	0	2	3	3	4	5	6	7	8	8	10	10	11	12	12	12	15	14	16	15	12	18	15	17	18	17	20	19	21	19	19	23	21	20	19	21	22	23	24	25	25	25	24	27	27	27	0	1	2	2	2	4	4	6	0	8	9	10	12	12	12	0	14	15	16	16	0	13	18	21	23	15	23	24	35	15	22	27	28	22	24	22	33	35	29	38	29	29	38	41	38	39	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	2	1	3	1	3	1	3	2	1	1	3	1	1	2	1	1	2	1	2	2	1	2	2	1	1	2	1
92500	-249.440772599335645	-248.009824283099277	-1.430948316236376	0.000101203231309	0.000036108755519	0.356794492146232	0.715773988039993	0	2	4	3	5	5	6	6	6	8	11	12	11	13	11	13	14	13	16	14	15	17	15	16	20	19	19	18	19	19	18	21	20	22	22	20	23	23	23	24	24	24	24	28	27	28	0	1	2	2	2	4	4	3	0	8	9	10	10	15	10	0	14	15	16	16	0	23	18	21	30	22	31	24	24	22	22	27	28	36	29	18	33	24	35	29	35	39	39	40	29	42	1	1	2	1	2	1	2	1	1	1	3	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	3	1	3	1	2	1	1	1	2	3	2
93000	-243.082630176274847	-241.460315484799253	-1.622314691475605	0.000098588976267	0.000022748638100	0.230742208322237	0.751122050353577	1	2	3	4	5	5	6	8	7	10	10	10	12	12	13	13	13	14	15	15	14	19	16	16	20	17	20	17	19	17	18	22	20	21	21	23	22	22	23	24	24	24	25	27	28	29	0	1	2	2	2	4	4	6	0	8	9	8	12	10	12	0	14	10	16	16	0	15	15	21	30	18	18	24	28	15	15	25	28	30	29	30	33	35	29	38	39	35	41	35	40	44	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	2	2	2	1	1	2	1	1	1	2	1	3	1	1	2	1	1	2	1	2	2	1
93500	-221.449151914581847	-220.075517617859560	-1.373634296722291	0.000084405252519	0.000039374261886	0.466490659178485	0.780369544742898	0	2	3	3	5	4	6	8	7	10	10	10	11	11	12	13	15	13	15	14	15	18	15	16	19	18	19	18	20	20	18	21	20	21	22	22	23	23	23	24	24	24	25	28	28	28	0	1	2	2	2	4	4	6	0	8	9	8	12	12	10	0	14	15	16	16	0	23	18	21	26	23	26	24	28	31	23	22	24	22	29	26	33	24	35	39	35	35	39	39	38	39	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	3	1	1	1	1	1	2	3	3
94000	-235.414692708733611	-233.678628342878483	-1.736064365855137	0.000086412557391	0.000016672589662	0.192941745570985	0.839589276767842	0	2	3	3	5	4	7	6	8	8	11	9	9	12	12	12	15	14	16	13	16	18	15	17	19	19	19	18	19	20	17	21	20	21	21	23	22	22	23	24	23	25	25	26	27	26	0	1	2	2	3	4	4	6	0	8	9	7	7	12	13	0	14	15	16	16	0	23	15	21	31	22	22	24	28	22	23	27	28	31	29	31	33	29	38	38	35	38	38	42	39	38	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	2	2
94500	-266.774598446236269	-265.206597358653994	-1.568001087582299	0.000106977570326	0.000027262320132	0.254841459284564	0.533299935673996	0	2	4	3	6	5	7	7	7	7	10	11	10	12	11	13	13	13	16	14	16	17	16	17	19	17	19	18	19	18	18	22	20	21	22	22	22	22	23	24	25	24	25	28	26	28	0	1	2	2	2	4	4	2	0	4	9	13	8	12	8	0	14	15	16	16	0	15	13	21	23	15	15	24	24	15	15	31	28	22	28	31	33	29	29	38	39	29	38	42	35	41	1	1	1	1	2	1	2	1	1	2	2	1	1	1	2	1	1	1	2	1	1	3	3	1	2	3	5	1	1	4	3	2	1	2	3	2	1	2	2	1	1	2	2	3	2	2
95000	-243.562490990396498	-241.846539582631237	-1.715951407765263	0.000084151563693	0.000016721139924	0.198702664455526	0.682060688207134	0	1	4	3	5	4	7	7	6	8	10	12	11	13	12	11	15	13	15	14	14	19	16	16	19	17	19	18	19	19	17	21	19	21	22	21	23	22	24	25	24	25	24	25	27	28	0	1	2	2	2	4	4	6	0	8	9	13	10	12	13	0	14	13	16	16	0	31	18	21	26	12	26	24	24	31	15	22	24	26	29	30	33	29	29	38	29	29	35	39	38	39	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	3	1	1	1	2	2	1	1	2	2	1	2	2	2	1	3	2	1	1	2	2
95500	-255.288646719337521	-253.539335969013081	-1.749310750324438	0.000109101267102	0.000020655088743	0.189320337807078	0.717666624853707	-1	1	2	4	4	4	3	7	7	10	11	11	10	12	11	13	15	12	15	15	15	18	16	17	19	18	20	18	20	20	17	22	20	22	22	23	22	22	24	24	25	25	25	27	28	28	0	1	2	7	2	7	2	5	0	8	9	8	8	13	13	0	14	13	16	16	0	18	15	21	22	18	22	24	24	23	13	26	28	30	28	22	33	29	29	38	35	38	39	39	38	39	1	1	1	1	2	1	1	2	1	2	2	2	2	1	1	1	2	1	2	1	1	3	3	1	1	3	1	1	1	2	3	2	1	1	2	4	1	1	2	1	2	2	1	1	4	2
96000	-242.290608352784943	-240.467480047455012	-1.823128305329935	0.000090631165224	0.000015523445836	0.171281543139636	0.747944339235615	0	2	4	3	5	5	4	7	7	9	11	11	9	13	12	13	14	14	16	15	15	19	15	17	20	19	19	19	20	18	18	21	21	20	21	21	22	23	24	24	25	25	25	26	27	28	0	1	2	2	4	7	4	6	0	8	9	13	8	12	13	0	14	15	16	16	0	31	15	21	26	31	30	21	24	15	15	27	28	22	29	31	33	35	29	38	39	35	24	35	42	41	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	2	3	3	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1
96500	-241.097282126140612	-239.567144596233618	-1.530137529906987	0.000077251017570	0.000021267531444	0.275304223978563	0.676733363783802	0	1	3	3	6	3	6	8	7	9	10	10	10	10	12	13	13	13	15	15	15	17	15	16	20	18	20	18	21	19	18	22	20	22	21	21	22	22	24	24	23	25	25	27	27	27	0	1	2	2	4	2	4	6	0	8	9	10	10	8	13	0	12	15	16	16	0	23	18	21	30	22	31	24	33	18	22	27	24	22	24	27	28	29	29	29	29	38	41	43	42	41	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	3	1	1	2	2	2	1	2	1	2	1	1	2	1	1	1	2
97000	-243.223890243352145	-241.400027279756188	-1.823862963595951	0.000083772570985	0.000014335003672	0.171118105885165	0.638002168912491	-1	2	3	3	5	4	6	7	6	9	10	10	11	13	12	13	14	13	15	14	15	18	16	16	16	17	18	19	19	20	19	23	20	21	21	22	22	23	23	24	24	24	25	25	26	28	0	1	2	2	3	4	4	6	0	8	9	10	12	12	13	0	14	15	16	16	0	18	18	21	15	25	25	24	24	25	27	30	28	22	24	27	33	29	29	38	35	28	39	33	39	42	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	3	1	1	2	1	1	2	2	2	1	2	1	2	3	2	1	2	2	1	1	2	1	3	1	2
97500	-237.203214595906246	-235.428843490808561	-1.774371105097686	0.000103622191788	0.000018943362851	0.182811833293398	0.576801075910484	0	2	4	3	4	5	5	7	4	10	10	11	12	13	12	13	15	13	15	14	15	17	16	17	19	17	19	19	20	19	17	23	19	22	19	22	23	21	23	24	23	25	25	27	27	29	0	1	2	2	2	4	4	6	0	8	9	10	12	10	10	0	14	15	16	16	0	23	18	21	23	15	22	24	35	23	15	27	24	25	24	31	33	35	35	35	35	28	29	40	40	39	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	2	1	3	2	1	2	3	2	3	3	2	2	2
98000	-248.948575083226075	-247.121226646420098	-1.827348436805982	0.000099804703038	0.000017001389591	0.170346577599915	0.702865842703277	0	2	4	3	5	4	5	6	6	10	11	11	12	12	13	13	14	14	15	14	15	18	16	16	20	19	19	18	21	19	17	21	20	22	20	21	23	23	22	24	25	25	25	28	26	28	0	1	2	2	2	4	4	6	0	8	9	6	10	10	13	0	14	15	16	16	0	23	18	21	31	15	31	24	35	15	15	27	28	31	28	27	33	35	35	38	38	24	40	45	35	45	1	1	1	1	1	1	1	1	1	2	2	3	1	1	1	1	2	1	2	1	1	2	1	1	2	3	1	2	1	3	2	2	1	2	1	1	1	2	2	1	1	5	1	1	3	1
98500	-236.695431390706204	-234.958990095079514	-1.736441295626692	0.000066473636750	0.000012818567565	0.192836862723040	0.647071419609213	0	2	3	4	3	5	6	6	8	9	10	11	10	12	12	12	15	14	15	13	15	16	15	16	19	16	19	17	20	19	18	23	20	21	22	21	22	22	23	24	25	26	24	27	27	28	0	1	2	2	2	2	4	6	0	8	9	13	10	12	13	0	14	15	16	16	0	15	18	21	26	15	31	24	24	26	22	27	24	27	28	22	33	29	38	35	39	38	29	41	29	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	2	1	1	2	2	1	2	3	1	1	1	1	2	2	2	2	2	2
99000	-231.400568802875995	-229.585132757188290	-1.815436045687692	0.000092942437029	0.000016079986238	0.173010163627301	0.753679311252843	0	2	4	4	4	5	5	7	6	9	10	11	12	12	13	12	13	14	15	15	15	17	15	17	20	17	20	19	21	19	18	21	20	21	20	21	23	23	24	24	24	24	25	26	26	28	0	1	2	2	2	4	4	6	0	8	9	10	12	12	13	0	14	15	16	16	0	15	18	21	31	12	26	24	35	18	15	30	28	31	28	30	33	29	35	29	29	29	38	42	39	40	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	3	2	1	1	2	2	1	1	2	1	1	2	2	2	1	2	2	1	1	1	1
99500	-243.315544761095964	-241.762888082463064	-1.552656678632909	0.000082366277007	0.000021637617052	0.262699952434610	0.776396930692982	0	2	4	3	5	5	6	6	7	10	11	11	12	12	13	13	15	14	15	15	14	18	16	17	20	16	18	18	19	19	19	22	19	22	22	23	23	21	23	22	23	25	25	26	27	28	0	1	2	2	2	4	4	6	0	8	9	6	10	10	13	0	14	15	16	16	0	15	18	21	30	15	23	21	24	22	15	22	28	31	29	32	33	29	28	29	35	38	41	39	42	43	1	1	1	1	2	1	1	1	1	2	2	3	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	1	2	2	1	2	2	1	2	1	2	2	1	2	1	1	1	1
100000	-250.437141242633118	-249.067050025635751	-1.370091216997360	0.000084067550697	0.000040407619183	0.480656553548909	0.695141013171069	0	1	4	3	5	4	6	7	8	8	10	11	11	12	12	13	14	13	15	14	15	17	15	17	19	18	20	19	21	19	18	22	21	21	20	22	23	23	23	24	24	25	25	27	27	28	0	1	1	2	4	4	6	7	0	8	9	10	10	12	12	0	14	15	16	16	0	18	13	21	13	15	25	24	35	22	22	27	28	31	28	26	28	28	29	39	29	29	29	29	39	42	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	3	2	1	4	2	1	2	1	1	1	1	1	2	1	3	2	3	2	1	2	2	2	3	2	1
