step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27
88500	-228.828038352488051	-227.087649374880755	-1.740388977607298	0.000295498704954	0.000056660382877	0.191744944823527	0.264879879082837	1	3	7	7	9	12	15	14	16	17	16	18	16	18	21	20	23	26	28	28	31	31	30	36	41	41	46	0	1	2	2	4	2	3	4	5	2	6	11	0	5	12	8	7	16	17	17	23	19	19	23	22	19	10	1	1	2	2	1	4	3	4	3	7	2	1	1	4	2	3	5	3	2	3	1	2	1	3	5	7	14
89000	-225.511200352621415	-223.774418139029905	-1.736782213591513	0.000342364373161	0.000065988026451	0.192742094749626	0.263145577639663	2	4	5	7	9	13	15	15	15	17	17	17	16	19	21	21	24	27	27	28	31	30	30	35	39	40	46	0	1	1	3	4	2	4	2	5	3	7	7	0	7	11	12	14	1	15	16	22	20	15	22	21	24	18	1	1	2	1	1	4	4	6	3	6	1	1	1	2	2	2	3	12	4	3	1	1	4	2	4	2	11
89500	-258.161980371471145	-256.239851598470239	-1.922128773000896	0.000210245582712	0.000031860594041	0.151539897438671	0.283685843255937	0	3	7	9	10	14	14	15	14	17	16	17	17	19	20	17	23	27	26	27	30	29	31	35	41	40	46	0	1	1	1	3	2	5	5	4	8	9	6	0	7	6	6	6	1	6	4	22	15	4	21	20	24	23	1	2	4	4	2	5	2	2	3	1	1	2	1	3	3	1	5	13	7	8	1	5	12	3	7	3	6
90000	-237.724346861962914	-235.952300578106900	-1.772046283856023	0.000228294699228	0.000041868734625	0.183397751968748	0.309296960677380	1	3	5	9	7	13	15	14	15	17	16	19	16	19	18	21	24	27	28	28	29	30	31	36	41	41	46	0	1	2	1	3	2	6	4	6	6	8	11	0	6	11	6	9	14	4	14	18	14	4	16	24	24	23	1	1	1	3	1	4	2	4	1	2	1	2	1	3	1	4	6	4	11	5	1	6	13	6	3	2	6
90500	-251.775646964092800	-250.245290916629813	-1.530356047462981	0.000302285740359	0.000083181498953	0.275175067319197	0.246261254519300	2	3	6	9	9	14	14	15	15	17	18	18	16	19	21	19	25	26	27	28	30	30	30	34	40	40	46	0	1	2	1	3	1	5	4	6	7	8	8	0	2	4	11	9	11	11	8	17	7	7	18	24	24	20	1	1	2	3	1	6	3	3	1	1	2	2	1	7	5	1	5	4	4	6	3	6	6	4	3	2	12
91000	-243.831305331342207	-241.970079860101464	-1.861225471240741	0.000395572684275	0.000064543725690	0.163165274691248	0.252320276322225	2	4	6	7	10	14	16	14	15	17	16	18	16	20	20	19	25	26	29	29	31	29	31	33	40	40	45	0	1	1	2	2	1	8	5	5	4	9	11	0	12	11	3	8	1	10	15	14	14	14	14	22	10	18	1	1	2	1	2	6	1	2	3	3	1	1	1	1	2	8	5	12	8	6	6	3	5	5	6	13	12
91500	-248.841335133004264	-247.066932659369940	-1.774402473634317	0.000350127395907	0.000064004671547	0.182803951632732	0.202242202048813	2	3	6	8	9	15	16	13	14	17	17	17	16	19	21	20	23	25	28	28	30	30	29	36	40	41	46	0	1	1	2	3	8	4	5	4	4	8	3	0	8	6	4	7	2	11	8	11	10	4	15	14	14	18	1	1	3	2	2	1	3	2	3	4	3	4	1	3	4	7	3	11	7	8	6	7	9	7	11	14	9
92000	-268.593000710525530	-266.774023441619420	-1.818977268906092	0.000298846247044	0.000051464435777	0.172210413500996	0.203526390978298	0	4	6	9	10	15	16	15	16	17	17	19	17	20	19	20	24	26	28	28	31	31	31	34	40	40	45	0	1	1	1	2	1	6	5	6	2	8	2	0	11	11	8	8	8	4	14	17	15	16	17	8	21	20	1	2	2	3	2	7	1	4	1	6	1	7	1	2	2	3	5	6	8	6	3	6	5	4	13	5	9
92500	-257.558910237114105	-256.000527166681309	-1.558383070432815	0.000257092448700	0.000066767839878	0.259703621073150	0.198081535145329	1	2	7	8	10	12	16	14	14	17	16	19	17	19	20	21	24	26	29	28	31	30	29	34	39	41	46	0	1	1	1	4	2	6	1	6	1	6	6	0	11	6	15	12	14	8	15	8	14	15	8	20	12	26	1	1	4	4	1	5	2	6	1	8	3	4	1	1	4	1	3	4	7	3	9	5	6	8	5	11	4
93000	-249.408064024267048	-247.699634832320527	-1.708429191946534	0.000317547520366	0.000063809280031	0.200944034950535	0.288386528118446	1	3	6	8	9	15	14	13	16	17	17	16	16	19	21	20	23	26	29	29	30	29	29	35	40	41	47	0	1	2	1	3	8	2	5	5	3	7	7	0	11	11	3	4	11	9	7	8	18	14	10	22	16	21	1	1	2	4	2	1	5	2	3	4	2	1	1	1	2	6	6	4	7	9	10	1	6	9	6	10	8
93500	-233.127759251792469	-231.345632190000799	-1.782127061791663	0.000243199532859	0.000043990490906	0.180882300179714	0.183450003250228	0	3	7	8	10	14	15	14	15	17	18	17	17	19	21	20	24	24	28	28	31	29	30	35	41	40	47	0	1	2	2	4	2	5	4	6	3	10	4	0	7	11	10	9	12	1	4	10	3	14	10	12	6	19	1	1	2	3	1	5	2	2	1	5	1	6	1	2	2	1	4	4	16	8	7	10	6	9	12	13	8
94000	-261.575229786844375	-259.871523456553120	-1.703706330291234	0.000320712446891	0.000064904746831	0.202376762922080	0.303527023754010	1	3	6	8	10	15	16	14	14	17	17	18	17	18	20	20	24	26	28	28	31	30	30	36	39	40	46	0	1	1	1	3	8	8	2	4	5	3	7	0	5	12	14	8	8	10	10	17	7	14	8	8	21	24	1	1	2	4	2	1	1	4	2	3	4	1	1	4	1	1	6	5	3	5	3	7	6	10	12	4	7
94500	-239.479811486319818	-237.590767971178025	-1.889043515141798	0.000284167682900	0.000044803402239	0.157665367790509	0.306643357457254	1	4	6	8	9	14	16	13	14	18	17	19	17	19	18	21	23	26	27	27	31	30	30	35	41	40	46	0	1	1	1	3	2	2	3	5	7	7	8	0	9	7	6	16	12	16	16	16	16	18	7	6	19	25	1	2	1	3	1	5	4	4	2	1	1	3	1	3	1	4	2	3	3	3	6	5	2	10	16	6	2
95000	-224.626073390381890	-222.842452024479996	-1.783621365901898	0.000268314676001	0.000048434803358	0.180514924044664	0.380247045215315	1	3	6	9	9	13	16	14	14	17	16	15	16	20	20	20	24	26	28	29	31	31	30	33	40	40	47	0	1	2	2	1	2	5	4	4	7	3	6	0	8	12	12	6	17	18	19	17	19	19	20	14	22	25	1	1	2	3	4	5	3	3	1	1	6	1	1	3	3	2	5	1	1	1	3	2	1	1	12	4	3
95500	-262.717362985306522	-260.713024751586545	-2.004338233719990	0.000326925116101	0.000045112036084	0.137988896729587	0.233369878120254	1	4	7	8	10	15	16	14	15	17	17	18	16	18	21	20	24	26	29	29	30	30	30	35	40	41	45	0	1	1	1	1	2	9	2	3	1	6	11	0	2	12	6	3	15	2	16	17	5	17	18	23	18	26	1	2	3	4	4	3	1	6	4	9	1	1	1	6	3	3	7	3	14	5	3	9	3	4	6	6	3
96000	-273.244451905054973	-271.129351051737160	-2.115100853317827	0.000317822687942	0.000039005861934	0.122728374700298	0.214489656868372	1	3	5	8	10	14	14	14	15	16	17	18	17	19	21	20	24	26	29	28	29	28	30	35	40	40	46	0	1	1	1	4	4	1	5	4	4	8	4	0	8	5	3	4	6	6	12	15	14	17	6	17	15	19	1	1	2	3	1	2	4	2	3	4	2	3	1	2	4	10	7	5	7	7	3	5	4	12	7	9	7
96500	-251.081610569789859	-249.436788055008577	-1.644822514781295	0.000259009931880	0.000057530203963	0.222115822145520	0.160681491121850	1	3	6	8	9	13	15	13	15	17	15	18	17	20	21	21	25	26	29	29	30	31	29	36	40	40	45	0	1	1	2	2	5	3	4	8	1	1	8	0	12	7	8	7	7	6	3	14	6	15	6	21	15	24	1	1	2	3	2	3	4	5	1	8	8	3	1	1	3	4	5	6	8	13	4	8	3	13	5	9	4
97000	-265.061432753705162	-263.088943062276542	-1.972489691428639	0.000296246921080	0.000042357628572	0.142980822949734	0.181614660665032	1	3	6	8	9	15	16	14	14	18	16	18	17	20	21	17	24	27	28	29	30	30	30	35	39	40	45	0	1	2	1	2	2	8	3	5	5	1	6	0	7	12	4	7	5	3	15	16	16	12	16	14	23	21	1	1	1	3	3	5	1	3	3	6	7	2	1	3	2	4	4	9	11	4	10	7	5	12	10	4	8
97500	-260.920963892431132	-259.444537610443263	-1.476426281987892	0.000186916270528	0.000058389442020	0.312382875260353	0.172583175163937	2	4	6	8	9	14	15	14	15	18	18	17	17	19	20	20	25	25	27	28	30	30	30	34	40	39	47	0	1	2	1	4	1	4	4	5	5	6	4	0	12	2	10	10	3	4	3	15	11	14	1	21	18	24	1	1	1	4	1	8	3	3	3	5	2	5	1	1	9	1	3	8	9	12	6	7	5	17	5	7	7
98000	-235.741108124671314	-234.139631560968809	-1.601476563702514	0.000272535651927	0.000065240603758	0.239383740425552	0.390586778054224	2	4	6	7	9	13	16	15	16	16	17	18	16	18	20	20	23	26	28	28	28	29	29	34	40	40	47	0	1	2	2	4	3	5	4	5	3	6	7	0	4	8	12	7	15	9	10	7	11	15	23	24	6	26	1	1	1	2	1	4	4	4	3	5	2	1	1	5	2	1	3	3	5	6	6	6	3	3	4	12	3
98500	-239.230173024362301	-237.686340431574990	-1.543832592787315	0.000288351946336	0.000077127241627	0.267476056974549	0.287246010818457	1	3	7	9	10	14	16	14	16	16	16	18	16	18	21	20	25	25	29	28	30	30	30	35	40	39	46	0	1	1	1	3	1	8	3	8	5	3	4	0	5	10	14	9	4	10	15	17	15	11	21	21	21	18	1	1	2	3	2	5	1	3	1	3	4	5	1	3	3	1	5	7	5	5	2	5	7	3	4	5	7
99000	-250.802852247745392	-249.052357861227279	-1.750494386518122	0.000260886405791	0.000049308330408	0.189003065369580	0.203751909094628	2	3	6	7	10	15	16	14	15	17	18	18	16	19	20	19	24	25	27	29	29	31	30	35	40	41	45	0	1	1	2	4	5	4	4	4	3	5	2	0	9	4	4	16	16	4	3	6	14	16	14	18	18	20	1	1	2	3	2	2	6	3	4	7	3	9	1	2	6	6	2	3	11	13	4	6	5	8	7	7	8
99500	-244.544054488970801	-242.912662437951042	-1.631392051019758	0.000282547118388	0.000064189178987	0.227180441100702	0.202799680883775	2	3	6	8	9	14	13	15	15	17	16	18	16	18	20	20	24	26	28	28	30	30	30	36	40	39	47	0	1	2	2	2	1	3	2	7	2	5	10	0	1	10	5	7	11	11	17	11	5	18	23	24	20	22	1	1	2	4	4	7	2	5	1	5	3	1	1	6	2	7	6	3	7	2	8	10	1	3	2	4	11
100000	-249.141157213375550	-247.436566031847292	-1.704591181528271	0.000321724526288	0.000065022717564	0.202106809554813	0.304459467502714	1	3	5	9	9	15	15	13	16	17	17	18	16	20	21	20	24	26	29	28	30	30	30	35	39	39	46	0	1	2	1	3	8	3	5	7	7	6	11	0	6	2	12	7	17	1	18	5	14	20	18	20	17	19	1	2	1	3	2	1	3	3	1	1	1	1	1	3	9	1	5	2	9	1	9	4	1	7	3	8	8
