step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49
87000	-246.700148312944464	-244.993189781046823	-1.706958531897634	0.000112517021255	0.000022659581906	0.201388035811114	0.762847904974861	0	2	3	4	4	5	4	4	4	4	7	5	6	6	8	8	8	8	9	7	9	11	10	10	11	10	10	12	11	12	12	13	12	13	13	13	14	15	14	15	14	15	16	17	18	18	20	22	24	0	1	2	2	2	8	2	3	2	2	7	2	9	5	20	5	11	10	11	13	20	12	16	18	24	19	13	16	24	18	18	29	27	27	29	31	26	32	33	33	36	39	41	41	39	41	44	44	48	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2
87500	-284.672788834347728	-283.098835135731917	-1.573953698615815	0.000123991709524	0.000031237627687	0.251933196239321	0.688359940650566	0	2	2	4	5	4	3	5	4	5	8	5	7	6	7	8	9	9	9	7	9	10	10	10	10	10	12	12	12	12	13	13	12	13	12	12	13	14	14	15	15	15	15	17	18	19	20	22	23	0	1	1	3	1	1	2	2	3	6	9	3	4	3	9	12	13	10	11	9	20	15	16	13	18	9	13	16	24	25	28	26	11	13	24	21	11	29	33	33	36	39	15	41	42	43	44	44	48	1	1	2	1	2	2	1	2	1	1	1	2	3	2	1	1	1	2	1	2	1	2	1	1	1	3	3	2	1	1	1	1	2	2	1	2	3	1	1	2	1	1	3	1	2	1	2	2	1
88000	-284.336141875375631	-281.876283635825757	-2.459858239549863	0.000167567751266	0.000014964175167	0.089302237772837	0.738326749992089	0	3	2	4	4	4	3	4	4	5	7	5	5	7	7	8	8	7	8	7	9	10	9	10	9	9	10	12	13	11	11	12	12	12	11	12	13	14	13	14	14	16	15	17	18	19	18	20	25	0	3	1	3	3	3	3	3	1	8	7	8	3	5	9	18	20	4	18	13	13	17	16	8	18	19	2	16	24	25	17	24	27	27	24	22	26	32	33	33	31	39	36	31	39	36	41	44	48	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	3	2	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	2	2	4	2	2	2
88500	-296.231079523061510	-294.732261670285425	-1.498817852776085	0.000069962978965	0.000020672489699	0.295477551202155	0.605552651101878	0	2	3	4	5	5	3	4	4	5	8	4	6	8	7	8	8	8	9	7	9	10	9	7	11	9	10	11	12	13	13	13	11	13	13	13	13	14	15	15	14	14	17	16	17	19	20	21	24	0	1	1	2	8	2	2	1	1	12	6	1	9	5	3	3	9	10	7	13	3	4	16	10	18	15	13	9	18	18	16	10	11	27	24	21	19	22	42	33	36	33	41	41	42	43	44	47	48	1	1	2	1	1	1	1	3	2	1	2	1	1	1	2	2	3	2	2	1	2	3	1	1	1	1	2	3	1	3	2	4	2	2	2	2	3	2	1	1	1	2	2	1	1	1	2	1	2
89000	-267.663829479702315	-265.946901554242686	-1.716927925459605	0.000093542216362	0.000018560204068	0.198415269489167	0.802097568188466	0	2	3	2	5	4	4	3	2	5	7	5	6	6	8	7	9	7	6	7	7	9	9	8	9	9	11	12	12	13	13	11	13	13	13	12	13	14	14	16	14	15	16	15	15	19	18	21	24	0	1	9	1	3	9	2	1	1	6	12	8	3	5	11	12	11	10	7	13	12	12	16	10	18	11	20	27	24	25	12	24	7	27	32	21	26	24	33	39	36	39	41	41	33	43	44	44	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	3	1	2	2	2	2	4	1	1	2	2	3	1	1	1	1	1	1	1	1	2	2	2
89500	-275.175712389350281	-273.657624528142605	-1.518087861207655	0.000064497938353	0.000018230875984	0.282658274814934	0.537212257705255	0	2	4	3	4	5	3	4	4	5	7	4	6	5	8	8	8	7	8	7	9	10	10	9	10	8	11	11	12	13	13	12	13	13	13	12	14	14	14	15	14	15	15	17	17	19	20	22	24	0	1	2	1	2	8	2	1	2	3	7	2	12	5	12	8	9	10	7	13	2	19	16	6	10	11	21	17	24	25	36	24	15	27	29	11	12	29	33	33	36	39	41	43	42	43	41	43	48	1	1	1	2	1	1	1	2	1	1	2	2	1	1	3	2	2	2	2	1	2	1	2	2	2	1	1	1	3	2	1	2	3	1	1	2	4	2	1	1	1	1	1	1	1	2	3	3	1
90000	-255.516909111839993	-253.727579097215340	-1.789330014624639	0.000083380258642	0.000014935421719	0.179124195129311	0.694707018177459	-1	2	3	4	5	5	3	4	3	5	7	6	7	7	9	8	8	8	9	8	9	10	10	9	11	9	11	12	11	12	14	12	11	12	13	13	14	14	14	15	14	14	16	17	16	20	19	21	23	0	1	2	2	3	7	1	3	2	2	3	9	4	5	12	12	2	10	17	11	12	20	16	18	18	11	21	23	24	25	21	24	26	27	29	21	26	32	33	39	36	33	41	36	39	44	44	43	48	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	2	1	1	2	1	2	1	2	1	1	1	1	1	4	2	1	1	1	2	2	1	2	1	1	1	1	2	1	2	2	1	1
90500	-261.372530379753414	-259.788961826921252	-1.583568552832144	0.000093306866605	0.000023083006896	0.247388083387096	0.737537422470660	0	1	3	3	5	4	2	3	5	5	8	6	5	8	8	8	7	9	7	7	9	10	9	9	10	10	10	11	13	13	12	11	12	13	13	14	13	14	14	15	14	15	16	17	17	19	20	23	25	0	1	2	2	3	3	1	2	3	8	13	4	2	13	8	9	4	10	8	13	9	21	16	10	24	11	20	23	32	25	15	18	26	27	18	31	26	32	33	15	31	39	41	41	42	43	44	47	48	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	2	2	1
91000	-266.049478637473726	-263.903032127914173	-2.146446509559580	0.000089093027729	0.000010594370050	0.118913570677278	0.830955022395858	0	1	2	4	5	4	4	3	4	5	8	5	6	7	8	8	9	9	6	8	8	10	9	9	10	9	11	11	12	12	11	13	12	11	13	13	14	14	14	15	14	16	16	18	17	20	19	22	23	0	1	2	3	3	2	3	2	1	6	7	9	3	5	12	9	21	10	7	12	9	15	16	6	18	20	21	23	24	25	18	10	11	20	24	31	26	24	33	33	31	39	41	43	39	43	44	44	48	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	2	1	1	3	1	1	1	1	2	1	1	3	2	1	2	1	2	2	1	1	2	2	2	1	1	1	1	2	1
91500	-297.918853967789062	-295.466549729600388	-2.452304238188702	0.000128541579183	0.000011552520382	0.089873801579312	0.703520632086756	-1	2	4	4	4	3	4	4	3	4	6	6	6	6	7	9	9	8	8	8	10	9	10	9	10	10	10	11	12	13	13	12	13	13	11	14	14	14	14	15	14	16	16	16	17	19	18	22	20	0	1	1	2	9	2	2	2	1	6	7	1	8	2	8	14	14	10	13	13	18	13	16	14	18	15	20	23	18	25	21	24	11	26	24	31	15	32	33	33	5	39	36	36	39	41	44	47	43	1	1	3	1	1	1	1	1	2	1	2	3	1	3	2	2	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	2	3	1	1	1	2	1	1	1	5	2	1	1	2	2	1	3	3
92000	-300.071151777810883	-298.052135845680368	-2.019015932130519	0.000142368123084	0.000019331826244	0.135787603467244	0.584256410235383	0	2	4	1	4	4	4	4	3	5	7	5	6	6	7	8	8	7	8	8	9	10	9	9	9	9	11	12	12	12	13	13	11	12	12	12	14	13	13	15	14	16	17	16	18	18	19	22	24	0	1	9	1	2	9	2	2	1	2	7	9	12	10	14	5	10	6	7	13	12	15	16	18	18	19	21	23	24	25	22	24	10	27	18	3	26	24	26	39	36	15	41	41	39	36	41	44	41	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	2	1	1	2	1	1	1	1	2	2	1	2	4	1	2	4	2	2	1	2	1	5	2	1	1	2	3	2	4
92500	-264.962149707479796	-263.227116285061982	-1.735033422417841	0.000105049374357	0.000020298603707	0.193229172766539	0.584586312881769	0	3	2	4	5	5	4	4	3	4	7	5	6	6	9	7	9	8	8	7	8	10	9	10	11	9	10	13	12	13	13	8	12	12	12	13	13	13	14	15	14	16	16	17	15	19	18	22	24	0	3	1	3	1	1	3	3	3	3	7	2	8	2	4	8	11	10	7	13	20	5	16	26	24	2	13	23	24	25	15	10	22	27	32	22	26	24	33	33	31	39	31	43	39	44	44	43	48	1	1	1	1	3	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	3	1	1	1	3	2	2	1	1	2	2	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	3	1
93000	-269.397257685788361	-267.614982475175339	-1.782275210613021	0.000092313840703	0.000016694571776	0.180845815194996	0.717791281215240	0	2	3	3	4	4	4	4	4	5	7	6	6	8	8	8	8	9	8	7	8	10	9	9	10	9	11	12	12	13	12	12	12	12	12	14	13	14	13	16	14	16	17	16	17	19	20	20	22	0	1	1	1	2	2	2	2	1	6	7	9	9	5	3	3	9	10	7	13	12	21	16	10	18	11	20	16	24	25	27	24	21	12	18	31	26	32	33	39	15	39	41	41	42	41	44	44	48	1	1	1	2	2	1	1	1	2	1	2	1	1	2	2	2	1	2	2	1	2	1	1	1	1	1	3	2	1	2	1	2	2	4	2	1	2	1	1	2	2	2	1	1	1	1	2	2	1
93500	-269.493350627337065	-267.510207888407876	-1.983142738929206	0.000120999404297	0.000017094438176	0.141277044093283	0.626214675911103	0	2	3	4	5	4	4	3	5	5	6	5	6	7	8	8	8	7	8	6	8	10	10	9	11	10	10	12	11	13	13	11	12	12	12	12	14	12	15	15	14	15	17	17	17	20	19	23	24	0	1	2	8	3	2	8	1	3	6	7	8	4	3	12	5	8	10	11	7	20	21	16	18	21	19	21	16	24	25	9	18	19	27	29	21	26	24	33	33	31	33	41	41	42	43	43	43	48	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	3	1	1	1	1	1	1	1	2	1	1	4	1	1	3	2	2	1	1	2	2	2	2	2	1	2	2	2	1	1	1	3	1
94000	-273.877880092056273	-271.748254710390654	-2.129625381665594	0.000105932412244	0.000012811049328	0.120936067223385	0.668919245248734	0	2	2	4	4	4	4	4	4	5	8	5	6	7	7	6	8	7	8	7	8	10	9	10	10	9	11	12	11	13	13	12	12	12	13	13	14	14	14	16	14	16	16	18	18	20	20	22	25	0	1	1	3	1	2	3	2	3	6	5	9	9	5	5	4	8	6	8	13	12	5	16	3	18	11	21	23	25	18	19	24	26	27	29	22	33	24	33	33	36	39	41	41	42	41	43	43	48	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	3	2	1	1	1	1	2	3	1	1	1	1	1	2	3	1	2	1	1	1	2	1	3	2	3	2
94500	-284.030428555303729	-282.275508204736809	-1.754920350566944	0.000120568175094	0.000022645791434	0.187825613319084	0.483520858049379	-2	1	3	4	4	4	2	5	2	4	7	5	6	7	8	8	8	8	8	7	8	11	9	9	9	10	10	13	12	12	13	12	13	12	13	14	13	15	14	15	15	15	17	17	17	19	20	21	24	0	1	2	9	1	7	2	2	1	9	7	3	2	5	8	2	6	20	7	2	12	19	20	10	18	11	15	23	24	25	15	24	15	27	29	21	26	32	11	39	36	33	41	37	42	43	44	41	47	1	1	1	1	3	1	1	2	2	1	2	1	2	2	2	3	2	1	3	2	2	1	1	2	1	1	1	2	2	2	2	1	2	1	1	3	2	1	4	1	1	1	2	2	1	1	1	3	2
95000	-278.661893084086671	-276.628131116740633	-2.033761967346056	0.000091682583254	0.000012252040276	0.133635417336402	0.642797126342756	0	2	3	2	3	4	4	4	5	5	8	5	5	8	7	7	6	8	9	7	9	10	9	9	11	10	11	12	12	13	12	12	9	12	13	14	13	14	15	12	15	14	16	17	17	19	20	20	24	0	1	2	1	2	2	3	2	3	6	7	3	1	13	12	12	1	10	7	6	9	15	16	18	18	21	20	16	24	25	21	24	7	15	29	15	26	24	42	33	31	33	41	41	39	43	44	44	47	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	2	1	1	1	1	1	2	1	2	3	2	1	1	2	2	3	1	3	2	3	1	1	2	1	1	1	1	2	2	1	2
95500	-281.889457987464084	-280.364403365767942	-1.525054621696137	0.000128469437712	0.000035759445365	0.278349823912445	0.707129885817705	0	2	4	3	5	4	2	4	2	4	8	3	7	7	7	8	8	7	8	6	9	11	9	9	10	9	11	13	11	12	12	13	12	10	12	13	13	15	15	15	13	15	16	16	18	19	20	21	23	0	1	12	9	12	2	1	12	1	2	7	9	20	5	5	3	8	10	15	8	20	15	16	12	18	15	13	23	24	25	27	29	22	11	29	19	26	32	37	33	21	22	36	41	33	44	41	43	48	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	2	1	2	2	1	2	2	1	2	1	1	1	1	1	2	2	1	1	2	1	2	2	2	3	1	2	3	1
96000	-278.605949323000914	-277.106517586993846	-1.499431736007065	0.000089004042438	0.000026260352381	0.295046737902273	0.654144031454869	0	2	3	3	4	5	4	5	4	4	8	6	6	7	8	9	8	8	8	7	9	10	8	10	11	10	12	12	12	12	13	13	12	13	13	12	15	15	13	15	14	15	16	17	17	19	18	23	24	0	1	2	2	1	2	1	3	3	2	7	8	9	6	8	23	8	10	7	13	15	12	12	10	10	11	8	16	24	18	20	25	19	22	24	22	7	32	33	33	36	33	36	41	42	43	36	44	48	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	3	1	3	2	1	2	2	1	2	2	2	1	5	2	1	1	1	2	2	2	1	1	2	2	1
96500	-315.720801578139287	-313.577491416350711	-2.143310161788595	0.000147418557221	0.000017585035309	0.119286442903398	0.569564718728665	-1	1	3	3	4	5	4	4	5	5	8	4	7	7	7	8	8	9	6	6	9	9	9	9	8	9	11	12	11	12	13	13	11	11	11	14	12	15	14	16	14	16	17	17	17	18	19	22	22	0	1	2	2	3	12	3	4	5	8	19	1	20	3	2	1	14	25	7	9	9	6	16	5	10	14	26	23	24	22	14	29	19	15	24	22	26	24	31	39	15	39	31	41	42	44	44	47	44	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	3	1	1	1	1	2	2	1	3	2	1	1	2	1	2	4	1	4	2	2	1	2	2	1	2	2	1	3	2	1	1	1	2	3
97000	-271.379998168103214	-269.532350504097280	-1.847647664005936	0.000092770047383	0.000015397643028	0.165976448894319	0.677108842355670	-1	2	2	2	5	5	4	3	4	5	8	6	6	7	5	7	7	8	8	7	8	10	9	9	10	9	10	11	13	12	14	11	12	13	12	13	13	14	14	15	15	16	16	17	16	18	19	22	24	0	1	1	1	2	8	3	1	1	8	7	5	9	5	3	6	12	10	13	13	13	19	16	18	26	3	5	23	24	25	27	24	7	27	24	22	6	29	33	37	36	39	41	43	39	31	44	44	48	1	1	1	2	2	1	1	3	3	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	3	2	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1	1	1	1	2	1	2	1
97500	-255.566343666517071	-253.930930669785312	-1.635412996731767	0.000095304609614	0.000021504452565	0.225639165329796	0.717939814087624	0	1	3	2	4	2	3	5	5	5	7	5	6	7	8	8	6	8	8	8	9	11	10	9	10	9	11	11	11	13	10	13	12	12	13	13	14	15	15	16	15	14	16	16	17	20	19	21	24	0	1	1	1	2	1	2	2	3	6	7	3	12	5	8	5	3	10	7	17	8	21	16	10	18	11	21	23	24	25	21	29	19	27	24	31	26	32	42	42	36	33	41	41	42	47	41	44	48	1	1	2	1	2	1	1	2	1	2	1	1	1	1	2	3	1	2	2	1	2	1	1	2	1	1	1	1	1	2	1	2	2	1	2	2	2	1	1	1	1	1	1	1	2	1	2	2	1
98000	-312.012104276532853	-310.387845296287651	-1.624258980245192	0.000105987360209	0.000024373857868	0.229969477681722	0.644350903734623	0	2	1	3	3	5	3	4	4	5	6	6	6	8	9	6	8	8	8	7	7	9	9	9	10	10	12	12	11	13	14	12	11	12	13	13	13	14	15	16	14	16	16	17	17	19	20	20	24	0	1	1	2	3	7	1	2	3	2	7	8	2	8	18	9	13	10	11	9	5	13	16	7	18	19	12	23	24	32	27	25	2	19	29	11	27	29	33	39	6	37	36	43	42	44	44	43	44	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	2	2	1	1	2	1	3	2	2	3	2	1	1	1	1	3	2	1	3	1	1	2	1	4	1	2	1	1	2	2	3	4
98500	-264.850160330038648	-262.985453398751872	-1.864706931286748	0.000089550899564	0.000014548282759	0.162458253684027	0.746977604914822	0	2	3	2	4	4	3	5	5	5	7	6	5	7	7	7	7	8	7	7	10	11	10	8	10	10	12	12	11	13	14	12	12	13	11	13	14	14	14	14	14	16	16	18	17	19	19	22	24	0	1	1	1	2	3	2	4	3	6	7	1	1	5	8	13	8	10	7	13	17	20	16	10	18	9	22	23	18	25	22	10	19	22	24	22	22	32	33	33	36	39	41	41	33	41	44	44	48	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	2	1	2	1	3	1	1	2	2	2	2	3	1	2	1	1	1	1	1	1	1	2	2	2	3	1	2	1
99000	-283.553676592980821	-282.041958144704154	-1.511718448276690	0.000091870601623	0.000026343143338	0.286741818081810	0.572658191511791	0	2	4	3	5	3	3	5	4	5	7	6	6	7	8	8	9	7	9	7	10	10	9	9	10	9	12	12	11	13	13	12	13	12	12	13	14	15	13	15	14	16	17	17	16	19	20	23	25	0	1	1	1	1	1	1	1	4	6	7	10	8	9	12	13	11	10	7	13	7	12	16	8	24	8	4	23	24	25	1	24	26	21	29	26	26	31	21	26	36	39	41	41	39	43	41	43	48	1	1	2	2	2	1	1	3	1	1	2	1	1	2	1	1	1	1	2	1	3	1	1	2	1	2	4	2	1	1	6	1	2	1	1	1	2	2	2	3	1	1	2	2	1	1	4	2	1
99500	-290.652735082086508	-288.459730864318090	-2.193004217768436	0.000115565822204	0.000013127666044	0.113594709869512	0.605757526502145	0	2	3	4	4	4	3	4	2	5	7	5	6	8	8	8	8	8	7	8	8	10	9	10	10	8	10	13	13	12	14	12	11	12	12	13	14	14	13	15	14	15	16	18	15	19	19	21	23	0	1	2	3	9	1	2	9	1	3	7	4	6	5	13	13	19	10	4	9	13	21	16	9	18	2	12	23	32	18	36	24	19	11	24	13	33	24	33	33	19	26	36	41	39	44	41	44	48	1	1	1	1	1	3	1	1	1	1	2	1	1	2	2	1	1	2	3	5	1	1	1	3	1	2	3	2	1	2	1	1	2	2	1	3	2	2	1	1	3	3	2	2	1	1	3	2	1
100000	-277.387340927170214	-275.643822765073139	-1.743518162097084	0.000150016940986	0.000028636406017	0.190887814597351	0.713127840423570	0	2	4	2	4	2	3	4	4	5	8	6	7	6	9	7	9	8	9	7	9	11	9	10	10	10	10	12	12	12	14	12	12	12	13	12	14	14	14	16	15	15	16	17	18	20	18	22	24	0	1	2	1	6	1	6	2	1	6	12	3	9	3	9	8	14	13	13	3	20	19	16	13	18	1	21	16	18	25	15	10	26	27	32	20	19	30	33	37	36	39	41	41	33	43	41	41	46	1	1	1	1	1	1	1	1	1	2	1	1	2	1	3	1	1	1	1	1	1	1	1	2	1	5	1	2	2	1	2	4	1	1	1	2	2	1	1	1	1	1	1	2	3	2	1	3	2
